CSV_Age,Day_mth_year_cat,Pet_ageMonths,Breed,Color,Outcome_Type,Fixed,Sex
1,weeks,0.25,Chihuahua Shorthair/Jack Russell Terrier,White/Black,Transfer,Intact,Male
4,weeks,1,Chow Chow Mix,Gold/Black,Transfer,Intact,Female
2,weeks,0.5,Anatol Shepherd Mix,Black,Transfer,Intact,Male
1,weeks,0.25,Chihuahua Shorthair Mix,Tricolor,Transfer,Intact,Female
3,weeks,0.75,Australian Kelpie Mix,Sable,Transfer,Intact,Male
4,weeks,1,Standard Poodle Mix,Tan,Euthanasia,Unknown,
4,weeks,1,German Shepherd/Boxer,Sable,Transfer,Intact,Male
1,weeks,0.25,Yorkshire Terrier Mix,Brown/White,Transfer,Intact,Female
4,weeks,1,German Shepherd/Mastiff,Tan/White,Transfer,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Brown/White,Transfer,Intact,Male
3,weeks,0.75,Pit Bull Mix,Red/White,Return_to_owner,Intact,Female
2,weeks,0.5,Chihuahua Shorthair,Tan,Euthanasia,Intact,Female
4,weeks,1,Border Collie Mix,Tan,Transfer,Unknown,
1,weeks,0.25,Chihuahua Shorthair Mix,Tricolor,Transfer,Intact,Female
1,weeks,0.25,Labrador Retriever Mix,Black/White,Euthanasia,Intact,Male
3,weeks,0.75,Chihuahua Shorthair,White,Transfer,Intact,Male
2,weeks,0.5,Border Collie Mix,Tan/White,Transfer,Intact,Female
3,weeks,0.75,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
2,weeks,0.5,Chihuahua Shorthair/Jack Russell Terrier,Sable,Transfer,Intact,Male
4,weeks,1,Chow Chow Mix,Brown,Transfer,Intact,Male
2,weeks,0.5,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Tricolor,Transfer,Intact,Male
1,weeks,0.25,Shih Tzu Mix,White/Brown,Transfer,Intact,Male
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Male
2,weeks,0.5,Chihuahua Shorthair Mix,Brown,Return_to_owner,Unknown,
3,weeks,0.75,Australian Kelpie Mix,Sable,Transfer,Intact,Male
1,weeks,0.25,Pit Bull Mix,Black/White,Transfer,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Black,Transfer,Intact,Female
4,weeks,1,Boston Terrier/Chihuahua Shorthair,White/Buff,Transfer,Intact,Female
3,weeks,0.75,Chihuahua Shorthair,White,Transfer,Intact,Female
4,weeks,1,Blue Lacy/American Bulldog,Brown/White,Transfer,Intact,Female
3,weeks,0.75,Pointer Mix,Black/White,Transfer,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Black,Transfer,Intact,Female
3,weeks,0.75,Pit Bull Mix,White,Transfer,Intact,Female
4,weeks,1,Border Collie Mix,Black/White,Transfer,Unknown,
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,Blue Merle/White,Transfer,Intact,Male
4,weeks,1,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
4,weeks,1,Labrador Retriever Mix,Black/White,Transfer,Intact,Male
1,weeks,0.25,American Staffordshire Terrier,Fawn,Transfer,Intact,Male
3,weeks,0.75,Chihuahua Shorthair,Cream/White,Transfer,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,Brown Merle,Transfer,Intact,Female
3,weeks,0.75,Pit Bull Mix,Brown/White,Transfer,Intact,Male
4,weeks,1,Chihuahua Longhair Mix,Tan,Euthanasia,Intact,Female
3,weeks,0.75,Pit Bull Mix,Brown/White,Transfer,Intact,Male
1,weeks,0.25,Chihuahua Shorthair/Jack Russell Terrier,White/Black,Transfer,Intact,Male
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Female
4,weeks,1,German Shepherd/Boxer,Sable/White,Transfer,Intact,Female
4,weeks,1,Shih Tzu,Black,Transfer,Intact,Female
1,weeks,0.25,Australian Cattle Dog Mix,Tricolor,Transfer,Intact,Female
4,weeks,1,Chihuahua Longhair Mix,Black/White,Transfer,Intact,Male
2,weeks,0.5,Chihuahua Shorthair Mix,Black,Return_to_owner,Intact,Female
3,weeks,0.75,Pit Bull Mix,White/Brown,Transfer,Intact,Female
1,weeks,0.25,Yorkshire Terrier Mix,Chocolate/White,Transfer,Intact,Male
4,weeks,1,Pit Bull Mix,Chocolate/White,Return_to_owner,Intact,Female
1,year,12,Pit Bull Mix,Brown/White,,Spayed,Female
1,year,12,Flat Coat Retriever/German Shepherd,Black/Brown,,Neutered,Male
1,year,12,Norwich Terrier Mix,White/Tan,,Neutered,Male
1,year,12,Black Mouth Cur/Boxer,Tan,,Spayed,Female
1,year,12,Australian Cattle Dog Mix,Red Merle/White,,Neutered,Male
1,year,12,Border Terrier Mix,Gold,,Neutered,Male
1,year,12,Catahoula Mix,Brown/Tan,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Black/Brown,,Spayed,Female
1,year,12,Blue Lacy Mix,Blue/White,,Neutered,Male
1,year,12,Pit Bull Mix,Black Brindle,,Spayed,Female
1,year,12,Labrador Retriever Mix,Yellow/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black,,Neutered,Male
1,year,12,Pit Bull Mix,Brown Brindle/White,,Neutered,Male
1,year,12,Pit Bull Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Chihuahua Longhair/Dachshund,Blue/Tan,,Neutered,Male
1,year,12,Pit Bull,Brown Brindle/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
1,year,12,Dachshund,Red,,Intact,Female
1,year,12,Dachshund Mix,Black,,Neutered,Male
1,year,12,German Shepherd/Labrador Retriever,Black/Brown,,Spayed,Female
1,year,12,Pit Bull Mix,Blue/White,,Neutered,Male
1,year,12,Akita Mix,Sable,,Neutered,Male
1,year,12,Rottweiler/Labrador Retriever,Black/Tan,,Neutered,Male
1,year,12,Australian Cattle Dog Mix,Red Merle,,Spayed,Female
1,year,12,Cairn Terrier Mix,Brown,,Neutered,Male
1,year,12,Boxer Mix,Brown/White,,Spayed,Female
1,year,12,Chihuahua Longhair Mix,White/Brown,,Spayed,Female
1,year,12,Pit Bull Mix,Black/White,,Spayed,Female
1,year,12,Basenji Mix,Brown/Black,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,Brown,,Spayed,Female
1,year,12,Basenji/Chihuahua Shorthair,Red/White,,Intact,Male
1,year,12,Labrador Retriever/Pit Bull,Chocolate,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
1,year,12,Shih Tzu Mix,Buff,,Intact,Male
1,year,12,Catahoula/Pit Bull,Tricolor/Blue,,Spayed,Female
1,year,12,Pit Bull Mix,Brown/White,,Spayed,Female
1,year,12,Miniature Schnauzer/Border Terrier,Black/Tan,,Neutered,Male
1,year,12,Pit Bull Mix,White/Black,,Neutered,Male
1,year,12,Dutch Shepherd Mix,Brown Brindle,,Spayed,Female
1,year,12,Finnish Spitz Mix,Sable,,Spayed,Female
1,year,12,Pit Bull Mix,Fawn/White,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,Black,,Spayed,Female
1,year,12,Whippet Mix,Black/White,,Intact,Female
1,year,12,American Staffordshire Terrier,Black/White,,Neutered,Male
1,year,12,Australian Kelpie Mix,Black/Tan,,Spayed,Female
1,year,12,Border Collie Mix,Black/White,,Neutered,Male
1,year,12,Pit Bull Mix,Brown/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black/Brown Brindle,,Neutered,Male
1,year,12,Pit Bull/Catahoula,Tricolor,,Spayed,Female
1,year,12,Flat Coat Retriever Mix,Black/White,,Intact,Male
1,year,12,Bruss Griffon/Pug,Tan,,Spayed,Female
1,year,12,Pit Bull Mix,Blue/White,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,Brown/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Yellow/White,,Neutered,Male
1,year,12,Siberian Husky/German Shepherd,Black/Tan,,Spayed,Female
1,year,12,Border Collie/Labrador Retriever,Black,,Spayed,Female
1,year,12,Pit Bull Mix,Black/White,,Neutered,Male
1,year,12,Pit Bull Mix,Blue/White,,Spayed,Female
1,year,12,Chihuahua Shorthair,Black/Brown,,Neutered,Male
1,year,12,Cane Corso,Brown Brindle,,Spayed,Female
1,year,12,Basenji/Rhod Ridgeback,Tan/White,,Spayed,Female
1,year,12,Pit Bull Mix,Black/White,,Spayed,Female
1,year,12,Pointer/Boxer,White/Brown,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Tan,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Black/Brown,,Neutered,Male
1,year,12,Chihuahua Shorthair/Rat Terrier,Brown/White,,Intact,Female
1,year,12,Pit Bull Mix,Blue Tiger/White,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Brown/White,,Spayed,Female
1,year,12,Chihuahua Shorthair/Rat Terrier,Brown/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tan/Black,,Spayed,Female
1,year,12,Pit Bull Mix,Blue/White,,Neutered,Male
1,year,12,Great Pyrenees Mix,White/Brown,,Neutered,Male
1,year,12,Pit Bull Mix,Chocolate/White,,Spayed,Female
1,year,12,Border Collie Mix,Yellow/White,,Spayed,Female
1,year,12,Miniature Poodle Mix,Black/Cream,,Neutered,Male
1,year,12,Belgian Tervuren Mix,Red,,Neutered,Male
1,year,12,Chinese Sharpei Mix,Red/Cream,,Neutered,Male
1,year,12,Jack Russell Terrier Mix,Tricolor,,Neutered,Male
1,year,12,Pit Bull Mix,White/Brown,,Intact,Female
1,year,12,Maltese Mix,White,,Spayed,Female
1,year,12,Pit Bull Mix,Tan/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Chocolate/Tan,,Spayed,Female
1,year,12,Pit Bull Mix,Brown Brindle,,Spayed,Female
1,year,12,Boxer Mix,Brown Brindle/White,,Spayed,Female
1,year,12,English Bulldog Mix,Buff,,Intact,Male
1,year,12,Pit Bull/Carolina Dog,Black/White,,Spayed,Female
1,year,12,Pit Bull Mix,Black/White,,Neutered,Male
1,year,12,Great Pyrenees Mix,White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black/White,,Spayed,Female
1,year,12,Labrador Retriever Mix,Black,,Spayed,Female
1,year,12,Miniature Schnauzer/Miniature Poodle,White,,Neutered,Male
1,year,12,Australian Cattle Dog Mix,Brown/White,,Intact,Female
1,year,12,Labrador Retriever Mix,Chocolate/White,,Spayed,Female
1,year,12,Labrador Retriever Mix,Chocolate,,Neutered,Male
1,year,12,Pit Bull Mix,Tan/Brown,,Spayed,Female
1,year,12,Siberian Husky Mix,Black/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black,,Neutered,Male
1,year,12,Pit Bull Mix,Brown Brindle/White,,Neutered,Male
1,year,12,Pit Bull Mix,Tan/White,,Spayed,Female
1,year,12,Australian Shepherd Mix,Blue Merle,,Spayed,Female
1,year,12,Yorkshire Terrier/Miniature Schnauzer,Silver/Brown,,Neutered,Male
1,year,12,Great Pyrenees Mix,White,,Intact,Male
1,year,12,Labrador Retriever Mix,Black/White,,Spayed,Female
1,year,12,German Pinscher Mix,Black/Tan,,Neutered,Male
1,year,12,Harrier Mix,White/Brown Brindle,,Spayed,Female
1,year,12,Anatol Shepherd Mix,Sable/White,,Spayed,Female
1,year,12,Jack Russell Terrier Mix,Tan/White,,Neutered,Male
1,year,12,Pit Bull Mix,Yellow Brindle/White,,Neutered,Male
1,year,12,Yorkshire Terrier Mix,Chocolate/Tan,,Unknown,
1,year,12,Rottweiler Mix,Black/Brown,,Spayed,Female
1,year,12,Beagle/Cardigan Welsh Corgi,Yellow,,Neutered,Male
1,year,12,German Shepherd Mix,Black/Tan,,Intact,Male
1,year,12,Boxer Mix,Black/White,,Intact,Male
1,year,12,Staffordshire/Labrador Retriever,Black/White,,Neutered,Male
1,year,12,Rottweiler Mix,Black/Tan,,Spayed,Female
1,year,12,Pit Bull Mix,Fawn,,Neutered,Male
1,year,12,Shih Tzu Mix,Black/White,,Spayed,Female
1,year,12,Labrador Retriever Mix,Black,,Neutered,Male
1,year,12,Labrador Retriever/Australian Cattle Dog,Black/White,,Spayed,Female
1,year,12,American Staffordshire Terrier Mix,Tan/White,,Spayed,Female
1,year,12,Dachshund Mix,Tricolor,,Spayed,Female
1,year,12,Labrador Retriever/Australian Shepherd,Black/White,,Spayed,Female
1,year,12,Staffordshire Mix,Brown/White,,Neutered,Male
1,year,12,Pit Bull Mix,Black/White,,Spayed,Female
1,year,12,Jack Russell Terrier Mix,Chocolate/White,,Neutered,Male
1,year,12,Pit Bull Mix,Tan,,Neutered,Male
1,year,12,Great Pyrenees Mix,White,,Intact,Female
1,year,12,Chihuahua Shorthair/Boston Terrier,White/Black,,Neutered,Male
1,year,12,Cardigan Welsh Corgi/Chihuahua Shorthair,White,,Spayed,Female
1,year,12,Yorkshire Terrier Mix,Black/Tan,,Spayed,Female
1,year,12,Rat Terrier Mix,Tricolor,,Spayed,Female
1,year,12,Pit Bull Mix,White,,Spayed,Female
1,year,12,Miniature Poodle Mix,Apricot,,Neutered,Male
1,year,12,Belgian Malinois Mix,Sable/Tan,,Neutered,Male
1,year,12,Pekingese Mix,Red/Black,,Intact,Female
1,year,12,German Shepherd/Rottweiler,Black/Tan,,Neutered,Male
1,year,12,Labrador Retriever/Australian Shepherd,Black,,Intact,Female
1,year,12,Pit Bull Mix,Tan/White,,Neutered,Male
1,year,12,Manchester Terrier/Chihuahua Shorthair,Chocolate/Tan,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Brown/Black,,Neutered,Male
1,year,12,German Shepherd Mix,Black,,Spayed,Female
1,year,12,Pit Bull Mix,Brown Brindle/White,,Spayed,Female
1,year,12,German Shepherd Mix,Sable,,Intact,Male
1,year,12,Pit Bull Mix,White/Black,,Intact,Female
1,year,12,Chihuahua Shorthair Mix,Brown,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black,,Spayed,Female
1,year,12,Labrador Retriever Mix,Gold,,Spayed,Female
1,year,12,Australian Shepherd Mix,Black,,Spayed,Female
1,year,12,Beagle/Chihuahua Shorthair,Tan/White,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Tan/White,,Intact,Male
1,year,12,Dachshund Mix,Brown/Black,,Spayed,Female
1,year,12,Maltese/Miniature Poodle,White/Tan,,Neutered,Male
1,year,12,Manchester Terrier Mix,Black/Tan,,Neutered,Male
1,year,12,Carolina Dog,Tan,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Brown/White,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,White,,Intact,Female
1,year,12,Australian Shepherd/Border Collie,Brown Brindle/White,,Neutered,Male
1,year,12,American Bulldog Mix,White/Brown Brindle,,Neutered,Male
1,year,12,Anatol Shepherd Mix,White/Black,,Spayed,Female
1,year,12,American Bulldog Mix,Black/White,,Intact,Male
1,year,12,Australian Cattle Dog Mix,Blue Merle,,Neutered,Male
1,year,12,Pit Bull Mix,Yellow Brindle/White,,Neutered,Male
1,year,12,Jack Russell Terrier/Beagle,Brown/White,,Intact,Male
1,year,12,Cardigan Welsh Corgi Mix,Yellow,,Spayed,Female
1,year,12,Pit Bull Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Yorkshire Terrier/Miniature Poodle,Buff/White,,Neutered,Male
1,year,12,Plott Hound/Bull Terrier,Brown Brindle/White,,Spayed,Female
1,year,12,Golden Retriever Mix,Red,,Spayed,Female
1,year,12,Dachshund/Parson Russell Terrier,White/Blue Merle,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Tan,,Neutered,Male
1,year,12,Great Pyrenees Mix,White,,Spayed,Female
1,year,12,Pit Bull Mix,Brown/White,,Neutered,Male
1,year,12,German Shepherd/Australian Shepherd,Tan/Black,,Neutered,Male
1,year,12,Pit Bull Mix,Blue/White,,Intact,Male
1,year,12,Pug Mix,Tan/Black,,Neutered,Male
1,year,12,Pit Bull Mix,White/Brown,,Neutered,Male
1,year,12,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Brown,,Intact,Male
1,year,12,Labrador Retriever/Irish Setter,Black,,Neutered,Male
1,year,12,Chihuahua Shorthair,Brown/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tan,,Spayed,Female
1,year,12,American Foxhound Mix,White/Black,,Neutered,Male
1,year,12,Labrador Retriever Mix,Tan/White,,Neutered,Male
1,year,12,Australian Cattle Dog/Jack Russell Terrier,White/Chocolate,,Spayed,Female
1,year,12,Pit Bull Mix,Blue/White,,Intact,Female
1,year,12,Pointer/Labrador Retriever,Black,,Spayed,Female
1,year,12,Pug/Beagle,Black,,Spayed,Female
1,year,12,Australian Cattle Dog,White/Tan,,Spayed,Female
1,year,12,Chihuahua Shorthair/Beagle,Tan,,Neutered,Male
1,year,12,Pit Bull Mix,Fawn/White,,Intact,Male
1,year,12,Dachshund/Chihuahua Longhair,Black,,Spayed,Female
1,year,12,Catahoula Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Plott Hound Mix,Brown Brindle/White,,Neutered,Male
1,year,12,German Shepherd Mix,Sable,,Neutered,Male
1,year,12,Labrador Retriever/Australian Kelpie,Black,,Spayed,Female
1,year,12,Yorkshire Terrier Mix,Tan/Black,,Intact,Male
1,year,12,Siberian Husky Mix,White/Gray,,Spayed,Female
1,year,12,Chihuahua Longhair Mix,Tricolor,,Spayed,Female
1,year,12,Border Terrier/Chihuahua Shorthair,Brown/White,,Neutered,Male
1,year,12,Australian Kelpie Mix,Black/White,,Neutered,Male
1,year,12,Jack Russell Terrier/Australian Cattle Dog,Chocolate/White,,Spayed,Female
1,year,12,Catahoula Mix,Tan/White,,Spayed,Female
1,year,12,Pointer/Collie Smooth,Tan/White,,Intact,Female
1,year,12,Pomeranian,Red,,Neutered,Male
1,year,12,Boxer Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Pit Bull Mix,White/Brown,,Spayed,Female
1,year,12,Dachshund Mix,Tan,,Spayed,Female
1,year,12,Pit Bull Mix,White,,Intact,Female
1,year,12,Pit Bull Mix,White,,Intact,Female
1,year,12,Havanese Mix,White/Black,,Intact,Male
1,year,12,Australian Shepherd/Plott Hound,Brown Brindle,,Spayed,Female
1,year,12,Pit Bull Mix,Brown,,Intact,Female
1,year,12,Boxer Mix,Brown Brindle/White,,Neutered,Male
1,year,12,Miniature Poodle Mix,White,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,Cream,,Intact,Male
1,year,12,Pit Bull/Boxer,Brown/White,,Neutered,Male
1,year,12,Pembroke Welsh Corgi Mix,Red/White,,Neutered,Male
1,year,12,Pit Bull Mix,Blue/White,,Neutered,Male
1,year,12,Australian Terrier Mix,Black/Brown,,Neutered,Male
1,year,12,Staffordshire Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Pit Bull Mix,Brown Brindle/White,,Neutered,Male
1,year,12,Dachshund Mix,Black/Tan,,Spayed,Female
1,year,12,Smooth Fox Terrier Mix,White/Brown,,Neutered,Male
1,year,12,Australian Shepherd Mix,Brown Brindle,,Neutered,Male
1,year,12,Dachshund Mix,Blue Merle/Brown,,Neutered,Male
1,year,12,Soft Coated Wheaten Terrier Mix,Gray,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Tan/White,,Spayed,Female
1,year,12,Pit Bull Mix,Blue/White,,Spayed,Female
1,year,12,Catahoula Mix,White/Black Brindle,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,White/Tan,,Neutered,Male
1,year,12,Chihuahua Longhair Mix,Black,,Spayed,Female
1,year,12,Australian Cattle Dog Mix,Blue Merle,,Neutered,Male
1,year,12,Bull Terrier Mix,Tricolor,,Neutered,Male
1,year,12,Pit Bull Mix,Brown Brindle/White,,Spayed,Female
1,year,12,Siberian Husky,Black/White,,Intact,Male
1,year,12,Border Collie Mix,Tan/White,,Neutered,Male
1,year,12,Pit Bull Mix,Blue/White,,Spayed,Female
1,year,12,Labrador Retriever Mix,Black/White,,Neutered,Male
1,year,12,Pit Bull Mix,Brown Brindle,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black,,Intact,Male
1,year,12,Border Collie/Labrador Retriever,Black/White,,Spayed,Female
1,year,12,Chihuahua Shorthair,Black/Brown,,Neutered,Male
1,year,12,Pit Bull Mix,White/Black,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Tan,,Spayed,Female
1,year,12,Labrador Retriever Mix,Brown,,Spayed,Female
1,year,12,German Shepherd Mix,Black/Tan,,Spayed,Female
1,year,12,Blue Lacy/Weimaraner,Blue/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Yellow,,Neutered,Male
1,year,12,Catahoula/German Shepherd,Black/Brown,,Neutered,Male
1,year,12,Pit Bull Mix,White/Brown,,Spayed,Female
1,year,12,Chihuahua Shorthair/Dachshund,Fawn/White,,Neutered,Male
1,year,12,Pit Bull Mix,Brown,,Spayed,Female
1,year,12,German Shepherd Mix,Black/Tan,,Neutered,Male
1,year,12,Labrador Retriever/German Shepherd,Brown,,Spayed,Female
1,year,12,Boxer/Pit Bull,Brown Brindle/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Yellow,,Spayed,Female
1,year,12,Dachshund Mix,Tan/White,,Neutered,Male
1,year,12,Chihuahua Shorthair,Chocolate,,Intact,Female
1,year,12,Rat Terrier/English Pointer,White/Black,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black/White,,Spayed,Female
1,year,12,Labrador Retriever,Yellow/White,,Spayed,Female
1,year,12,Cocker Spaniel Mix,White/Brown,,Neutered,Male
1,year,12,Labrador Retriever Mix,Brown/White,,Neutered,Male
1,year,12,Staffordshire Mix,Black/White,,Intact,Female
1,year,12,Labrador Retriever Mix,Black,,Neutered,Male
1,year,12,Pit Bull Mix,Black/White,,Spayed,Female
1,year,12,American Bulldog Mix,White/Brown,,Neutered,Male
1,year,12,Toy Poodle Mix,White,,Neutered,Male
1,year,12,Queensland Heeler Mix,White/Orange,,Neutered,Male
1,year,12,Pit Bull Mix,Brown/White,,Intact,Female
1,year,12,Bull Terrier Mix,White/Blue,,Spayed,Female
1,year,12,Pit Bull Mix,Black Brindle/White,,Intact,Male
1,year,12,Chihuahua Shorthair Mix,Brown,,Intact,Female
1,year,12,Rat Terrier Mix,Black/White,,Spayed,Female
1,year,12,Boxer/Dogue De Bordeaux,Red,,Intact,Female
1,year,12,Chihuahua Shorthair Mix,Yellow,,Neutered,Male
1,year,12,Chihuahua Longhair,Brown,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Brown/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tricolor,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Brown/White,,Spayed,Female
1,year,12,Jack Russell Terrier/Miniature Poodle,White,,Neutered,Male
1,year,12,Field Spaniel Mix,White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Yellow,,Spayed,Female
1,year,12,Pit Bull Mix,White/Brown,,Spayed,Female
1,year,12,Dachshund Wirehair Mix,Black/Tan,,Spayed,Female
1,year,12,Miniature Schnauzer Mix,Black/White,,Intact,Female
1,year,12,Labrador Retriever Mix,Red/White,,Spayed,Female
1,year,12,Jack Russell Terrier/Dachshund Wirehair,White/Buff,,Neutered,Male
1,year,12,Siberian Husky/Labrador Retriever,Black/Tan,,Neutered,Male
1,year,12,Great Dane/Pit Bull,Tan/White,,Neutered,Male
1,year,12,Labrador Retriever Mix,Black,,Spayed,Female
1,year,12,Chihuahua Shorthair Mix,Red/White,,Neutered,Male
1,year,12,Chihuahua Shorthair Mix,Tricolor,,Spayed,Female
1,year,12,Australian Cattle Dog/Pointer,White/Red,,Neutered,Male
1,year,12,Australian Kelpie Mix,Black/Tan,,Neutered,Male
1,year,12,Pomeranian/Chihuahua Longhair,Black/Brown,,Spayed,Female
1,year,12,Feist Mix,Tan/White,,Intact,Female
1,year,12,Pug/Chihuahua Shorthair,Tan/Cream,,Spayed,Female
1,year,12,Black Mouth Cur Mix,Brown/Black,,Spayed,Female
1,year,12,French Bulldog,White/Black,,Intact,Male
1,year,12,Pit Bull Mix,Blue/White,,Spayed,Female
1,year,12,Pit Bull Mix,Tan/White,,Intact,Male
1,year,12,Australian Shepherd,Tricolor,,Spayed,Female
1,year,12,Australian Cattle Dog Mix,Brown/Tan,,Intact,Female
1,year,12,Queensland Heeler/Parson Russell Terrier,White/Tan,,Intact,Male
1,year,12,Shih Tzu Mix,Buff,,Intact,Female
