Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex
12,Miniature Poodle,Dachshund,Black,Adoption,Positive,Spayed,Female
48,Miniature Poodle,Dachshund,White/White,Adoption,Positive,Spayed,Female
36,Miniature Poodle,Cocker Spaniel,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle,Chihuahua Shorthair,Cream,Adoption,Positive,Spayed,Female
12,Miniature Poodle,Australian Cattle Dog,Blue Tick/Black,Adoption,Positive,Neutered,Male
144,Miniature Poodle Mix,,White,Adoption,Positive,Intact,Female
60,Miniature Poodle Mix,,White,Adoption,Positive,Intact,Female
1,Miniature Poodle Mix,,Black/White,Adoption,Positive,Neutered,Male
1,Miniature Poodle Mix,,Cream/Tan,Adoption,Positive,Neutered,Male
1,Miniature Poodle Mix,,Black/Tan,Adoption,Positive,Neutered,Male
1,Miniature Poodle Mix,,Cream,Adoption,Positive,Neutered,Male
1,Miniature Poodle Mix,,Brown,Adoption,Positive,Neutered,Male
11,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
9,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
8,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White/Brown,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White/Black,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,Tan,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White/Buff,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,Cream,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
12,Miniature Poodle Mix,,White/Black,Adoption,Positive,Neutered,Male
72,Miniature Poodle Mix,,Buff,Adoption,Positive,Neutered,Male
72,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
60,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle Mix,,Gray/White,Adoption,Positive,Neutered,Male
60,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,Gray,Adoption,Positive,Neutered,Male
36,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle Mix,,Black/Brown,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
96,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
36,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
96,Miniature Poodle Mix,,Apricot,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
84,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
48,Miniature Poodle Mix,,Black/White,Adoption,Positive,Neutered,Male
36,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,White,Adoption,Positive,Neutered,Male
24,Miniature Poodle Mix,,Apricot,Adoption,Positive,Neutered,Male
60,Miniature Poodle Mix,,Black,Adoption,Positive,Neutered,Male
120,Miniature Poodle Mix,,Gray,Adoption,Positive,Neutered,Male
1,Miniature Poodle Mix,,Black,Adoption,Positive,Spayed,Female
1,Miniature Poodle Mix,,Brown,Adoption,Positive,Spayed,Female
9,Miniature Poodle Mix,,Black/White,Adoption,Positive,Spayed,Female
5,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
11,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
3,Miniature Poodle Mix,,Black/White,Adoption,Positive,Spayed,Female
10,Miniature Poodle Mix,,Apricot,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Buff,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Gray/Cream,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Gray,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Cream,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,Black,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
12,Miniature Poodle Mix,,White/Brown,Adoption,Positive,Spayed,Female
84,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
72,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
120,Miniature Poodle Mix,,Black,Adoption,Positive,Spayed,Female
72,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
72,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
48,Miniature Poodle Mix,,Gray,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,Gray,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White/Apricot,Adoption,Positive,Spayed,Female
48,Miniature Poodle Mix,,Gray/White,Adoption,Positive,Spayed,Female
72,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
48,Miniature Poodle Mix,,Black/Tan,Adoption,Positive,Spayed,Female
72,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
60,Miniature Poodle Mix,,Apricot,Adoption,Positive,Spayed,Female
108,Miniature Poodle Mix,,White/White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
36,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle Mix,,Black,Adoption,Positive,Spayed,Female
84,Miniature Poodle Mix,,Cream,Adoption,Positive,Spayed,Female
48,Miniature Poodle Mix,,White/Brown,Adoption,Positive,Spayed,Female
36,Miniature Poodle Mix,,Gray,Adoption,Positive,Spayed,Female
12,Miniature Poodle,,White/Black,Adoption,Positive,Neutered,Male
36,Miniature Poodle,,White,Adoption,Positive,Neutered,Male
60,Miniature Poodle,,White,Adoption,Positive,Neutered,Male
60,Miniature Poodle,,Black/Tan,Adoption,Positive,Spayed,Female
36,Miniature Poodle,,White,Adoption,Positive,Spayed,Female
24,Miniature Poodle,,White,Adoption,Positive,Spayed,Female
36,Miniature Poodle,,White,Adoption,Positive,Spayed,Female
60,Miniature Poodle,,Gray,Adoption,Positive,Spayed,Female
36,Miniature Pinscher,Maltese,Black Smoke,Adoption,Positive,Spayed,Female
2,Miniature Pinscher,Chihuahua Shorthair,Brown/Black,Adoption,Positive,Intact,Male
1,Miniature Pinscher,Chihuahua Shorthair,Chocolate/Tan,Adoption,Positive,Neutered,Male
1,Miniature Pinscher,Chihuahua Shorthair,Tan/Brown,Adoption,Positive,Neutered,Male
2,Miniature Pinscher,Chihuahua Shorthair,Tricolor,Adoption,Positive,Neutered,Male
12,Miniature Pinscher,Chihuahua Shorthair,Black/Brown,Adoption,Positive,Neutered,Male
12,Miniature Pinscher,Chihuahua Shorthair,Black/Brown,Adoption,Positive,Neutered,Male
24,Miniature Pinscher,Chihuahua Shorthair,Black/Tan,Adoption,Positive,Neutered,Male
1,Miniature Pinscher,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
3,Miniature Pinscher,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
48,Miniature Pinscher,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
96,Miniature Pinscher,Chihuahua Shorthair,Brown,Adoption,Positive,Spayed,Female
10,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
4,Miniature Pinscher Mix,,White/Black,Adoption,Positive,Neutered,Male
9,Miniature Pinscher Mix,,Tricolor,Adoption,Positive,Neutered,Male
3,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
5,Miniature Pinscher Mix,,Brown/White,Adoption,Positive,Neutered,Male
2,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
10,Miniature Pinscher Mix,,Liver/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Red,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
12,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
24,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
48,Miniature Pinscher Mix,,Brown,Adoption,Positive,Neutered,Male
96,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
72,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Neutered,Male
60,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Miniature Pinscher Mix,,Red,Adoption,Positive,Neutered,Male
36,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Neutered,Male
3,Miniature Pinscher Mix,,Chocolate/Brown,Adoption,Positive,Spayed,Female
10,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Spayed,Female
3,Miniature Pinscher Mix,,Tricolor,Adoption,Positive,Spayed,Female
4,Miniature Pinscher Mix,,Black/Brown,Adoption,Positive,Spayed,Female
12,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Miniature Pinscher Mix,,Black/White,Adoption,Positive,Spayed,Female
132,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Spayed,Female
24,Miniature Pinscher Mix,,Brown/Black,Adoption,Positive,Spayed,Female
24,Miniature Pinscher Mix,,Black/Tan,Adoption,Positive,Spayed,Female
120,Miniature Pinscher,,Black/Brown,Adoption,Positive,Neutered,Male
96,Miniature Pinscher,,Black/Tan,Adoption,Positive,Spayed,Female
24,Miniature Pinscher,,Chocolate,Adoption,Positive,Spayed,Female
24,Miniature Pinscher,,Black/Tan,Adoption,Positive,Spayed,Female
4,Mexican Hairless Mix,,Tan/Black,Adoption,Positive,Spayed,Female
4,Mastiff,Rottweiler,Red/White,Adoption,Positive,Neutered,Male
3,Mastiff,Labrador Retriever,Brown Brindle,Adoption,Positive,Neutered,Male
2,Mastiff,Chinese Sharpei,Black/White,Adoption,Positive,Neutered,Male
2,Mastiff,Chinese Sharpei,Black/White,Adoption,Positive,Neutered,Male
2,Mastiff,Chinese Sharpei,Black/White,Adoption,Positive,Spayed,Female
2,Mastiff,Chinese Sharpei,Black/White,Adoption,Positive,Spayed,Female
24,Mastiff,Chinese Sharpei,Brown Brindle,Adoption,Positive,Spayed,Female
12,Mastiff,Boxer,Tan/White,Adoption,Positive,Neutered,Male
6,Mastiff Mix,,Yellow Brindle/White,Adoption,Positive,Neutered,Male
12,Mastiff Mix,,Tan,Adoption,Positive,Neutered,Male
84,Mastiff Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male
24,Mastiff Mix,,Tan/Black,Adoption,Positive,Neutered,Male
36,Mastiff Mix,,Sable,Adoption,Positive,Neutered,Male
60,Mastiff Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male
11,Manchester Terrier,Toy Fox Terrier,Black/White,Adoption,Positive,Neutered,Male
4,Manchester Terrier,Dachshund,Tricolor,Adoption,Positive,Neutered,Male
2,Manchester Terrier,Dachshund,Tricolor,Adoption,Positive,Spayed,Female
2,Manchester Terrier,Dachshund,Tricolor,Adoption,Positive,Spayed,Female
24,Manchester Terrier,Dachshund,Black/Tan,Adoption,Positive,Spayed,Female
12,Manchester Terrier,Beagle,Black/Brown,Adoption,Positive,Neutered,Male
12,Manchester Terrier,Beagle,Black/Brown,Adoption,Positive,Neutered,Male
2,Manchester Terrier,Australian Kelpie,Tricolor,Adoption,Positive,Neutered,Male
3,Manchester Terrier,Australian Kelpie,Tricolor,Adoption,Positive,Spayed,Female
5,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
4,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Manchester Terrier Mix,,Red/White,Adoption,Positive,Neutered,Male
12,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Manchester Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male
12,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Manchester Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Manchester Terrier Mix,,Brown Brindle,Adoption,Positive,Neutered,Male
24,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Neutered,Male
2,Manchester Terrier Mix,,Tricolor/White,Adoption,Positive,Spayed,Female
2,Manchester Terrier Mix,,Red,Adoption,Positive,Spayed,Female
2,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Spayed,Female
8,Manchester Terrier Mix,,Brown Brindle,Adoption,Positive,Spayed,Female
12,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Manchester Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Manchester Terrier Mix,,Black/Brown,Adoption,Positive,Spayed,Female
24,Manchester Terrier Mix,,Black/Brown,Adoption,Positive,Spayed,Female
24,Manchester Terrier Mix,,Black/Tan,Adoption,Positive,Spayed,Female
60,Maltese,Yorkshire Terrier,White/Cream,Adoption,Positive,Spayed,Female
12,Maltese,Miniature Poodle,White,Adoption,Positive,Neutered,Male
24,Maltese,Miniature Poodle,White/Tan,Adoption,Positive,Neutered,Male
48,Maltese,Miniature Poodle,White,Adoption,Positive,Neutered,Male
36,Maltese,Miniature Poodle,White,Adoption,Positive,Neutered,Male
3,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
12,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
24,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
36,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
24,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
60,Maltese,Miniature Poodle,White/Tan,Adoption,Positive,Spayed,Female
36,Maltese,Miniature Poodle,White,Adoption,Positive,Spayed,Female
84,Maltese,Jack Russell Terrier,White/Tan,Adoption,Positive,Spayed,Female
36,Maltese,Chihuahua Shorthair,White/Buff,Adoption,Positive,Neutered,Male
12,Maltese,Border Terrier,White,Adoption,Positive,Spayed,Female
1,Maltese Mix,,Cream,Adoption,Positive,Neutered,Male
48,Maltese Mix,,White,Adoption,Positive,Neutered,Male
132,Maltese Mix,,White,Adoption,Positive,Neutered,Male
36,Maltese Mix,,White,Adoption,Positive,Neutered,Male
96,Maltese Mix,,White,Adoption,Positive,Neutered,Male
108,Maltese Mix,,White,Adoption,Positive,Neutered,Male
36,Maltese Mix,,White,Adoption,Positive,Neutered,Male
3,Maltese Mix,,White/Tan,Adoption,Positive,Spayed,Female
4,Maltese Mix,,Buff,Adoption,Positive,Spayed,Female
12,Maltese Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Maltese Mix,,White,Adoption,Positive,Spayed,Female
60,Maltese Mix,,White,Adoption,Positive,Spayed,Female
120,Maltese Mix,,White,Adoption,Positive,Spayed,Female
48,Maltese Mix,,White,Adoption,Positive,Spayed,Female
72,Maltese Mix,,White/Gray,Adoption,Positive,Spayed,Female
72,Maltese Mix,,White,Adoption,Positive,Spayed,Female
120,Maltese Mix,,White,Adoption,Positive,Spayed,Female
84,Maltese Mix,,White,Adoption,Positive,Spayed,Female
3,Maltese,,White/Cream,Adoption,Positive,Neutered,Male
12,Maltese,,White,Adoption,Positive,Neutered,Male
72,Maltese,,White,Adoption,Positive,Neutered,Male
84,Maltese,,White,Adoption,Positive,Neutered,Male
60,Maltese,,White,Adoption,Positive,Neutered,Male
36,Maltese,,White,Adoption,Positive,Neutered,Male
60,Maltese,,White,Adoption,Positive,Neutered,Male
60,Maltese,,White,Adoption,Positive,Spayed,Female
60,Maltese,,White,Adoption,Positive,Spayed,Female
120,Maltese,,White,Adoption,Positive,Spayed,Female
60,Maltese,,White,Adoption,Positive,Spayed,Female
84,Maltese,,White,Adoption,Positive,Spayed,Female
60,Maltese,,White,Adoption,Positive,Spayed,Female
60,Maltese,,White,Adoption,Positive,Spayed,Female
36,Maltese,,White,Adoption,Positive,Spayed,Female
132,Lowchen Mix,,White,Adoption,Positive,Spayed,Female
24,Lhasa Apso,Miniature Schnauzer,Gray/White,Adoption,Positive,Spayed,Female
36,Lhasa Apso,Miniature Poodle,Black,Adoption,Positive,Neutered,Male
120,Lhasa Apso,Miniature Poodle,Cream,Adoption,Positive,Neutered,Male
2,Lhasa Apso,Dachshund,White,Adoption,Positive,Neutered,Male
60,Lhasa Apso Mix,,White,Adoption,Positive,Neutered,Male
48,Lhasa Apso Mix,,Black/White,Adoption,Positive,Neutered,Male
5,Leonberger Mix,,Brown/White,Adoption,Positive,Intact,Male
8,Leonberger Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male
3,Leonberger Mix,,Brown/White,Adoption,Positive,Neutered,Male
2,Leonberger Mix,,Tan/Black,Adoption,Positive,Neutered,Male
108,Leonberger Mix,,Red/Black,Adoption,Positive,Spayed,Female
6,Landseer Mix,,Black/White,Adoption,Positive,Neutered,Male
12,Landseer Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Landseer Mix,,White/Black,Adoption,Positive,Neutered,Male
24,Landseer Mix,,White/Black,Adoption,Positive,Neutered,Male
48,Landseer Mix,,Black/White,Adoption,Positive,Neutered,Male
9,Labrador Retriever,Vizsla,Gold,Adoption,Positive,Neutered,Male
12,Labrador Retriever,Vizsla,Red,Adoption,Positive,Spayed,Female
3,Labrador Retriever,Standard Schnauzer,Black/White,Adoption,Positive,Neutered,Male
8,Labrador Retriever,Standard Poodle,Black,Adoption,Positive,Neutered,Male
2,Labrador Retriever,Standard Poodle,Black,Adoption,Positive,Neutered,Male
9,Labrador Retriever,Staffordshire,Black/White,Adoption,Positive,Intact,Female
2,Labrador Retriever,Staffordshire,White/Brown Brindle,Adoption,Positive,Intact,Female
2,Labrador Retriever,Staffordshire,Black/White,Adoption,Positive,Neutered,Male
5,Labrador Retriever,Staffordshire,Black/White,Adoption,Positive,Spayed,Female
2,Labrador Retriever,Spanish Water Dog,Black/White,Adoption,Positive,Neutered,Male
2,Labrador Retriever,Siberian Husky,Tan/White,Adoption,Positive,Neutered,Male
72,Labrador Retriever,Siberian Husky,Brown,Adoption,Positive,Neutered,Male
24,Labrador Retriever,Rottweiler,Black/Brown,Adoption,Positive,Neutered,Male
24,Labrador Retriever,Rottweiler,Black/White,Adoption,Positive,Neutered,Male
36,Labrador Retriever,Rottweiler,Black,Adoption,Positive,Neutered,Male
24,Labrador Retriever,Rottweiler,Black,Adoption,Positive,Neutered,Male
8,Labrador Retriever,Rottweiler,Black,Adoption,Positive,Spayed,Female
11,Labrador Retriever,Rhod Ridgeback,Black/White,Adoption,Positive,Neutered,Male
5,Labrador Retriever,Rhod Ridgeback,Brown,Adoption,Positive,Neutered,Male
12,Labrador Retriever,Rhod Ridgeback,Tan/Red,Adoption,Positive,Spayed,Female
36,Labrador Retriever,Redbone Hound,Sable/White,Adoption,Positive,Spayed,Female
12,Labrador Retriever,Pointer,Black/White,Adoption,Positive,Neutered,Male
12,Labrador Retriever,Pointer,Black/White,Adoption,Positive,Spayed,Female
12,Labrador Retriever,Pointer,White/Brown,Adoption,Positive,Spayed,Female
36,Labrador Retriever,Pointer,Chocolate/White,Adoption,Positive,Spayed,Female
48,Labrador Retriever,Pointer,Black/White,Adoption,Positive,Spayed,Female
12,Labrador Retriever,Plott Hound,Brown Brindle,Adoption,Positive,Neutered,Male
12,Labrador Retriever,Plott Hound,Brown Brindle,Adoption,Positive,Neutered,Male
24,Labrador Retriever,Plott Hound,Brown Brindle,Adoption,Positive,Spayed,Female
