Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
1.0,Labrador Retriever Mix,,Black/Black Brindle,Adoption,Positive,Neutered,Male,2189
1.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2190
1.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2191
1.0,Labrador Retriever Mix,,Sable,Adoption,Positive,Neutered,Male,2192
1.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2193
1.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2194
1.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2195
1.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2196
6.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2197
3.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2198
6.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2199
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2200
4.0,Labrador Retriever Mix,,Brown/Black,Adoption,Positive,Neutered,Male,2201
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2202
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2203
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2204
6.0,Labrador Retriever Mix,,Yellow/White,Adoption,Positive,Neutered,Male,2205
2.0,Labrador Retriever Mix,,Tricolor,Adoption,Positive,Neutered,Male,2206
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2207
4.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2208
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2209
3.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2210
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2211
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2212
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2213
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2214
2.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2215
7.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2216
8.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2217
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2218
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2219
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2220
4.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2221
9.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2222
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2223
8.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2224
4.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2225
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2226
5.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2227
2.0,Labrador Retriever Mix,,White/Tan,Adoption,Positive,Neutered,Male,2228
5.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2229
10.0,Labrador Retriever Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male,2230
4.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2231
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2232
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2233
3.0,Labrador Retriever Mix,,Yellow/White,Adoption,Positive,Neutered,Male,2234
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2235
2.0,Labrador Retriever Mix,,Brown/Black,Adoption,Positive,Neutered,Male,2236
2.0,Labrador Retriever Mix,,Tan/Blue,Adoption,Positive,Neutered,Male,2237
4.0,Labrador Retriever Mix,,Red/White,Adoption,Positive,Neutered,Male,2238
10.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2239
2.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2240
5.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2241
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2242
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2243
2.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2244
6.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2245
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2246
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2247
2.0,Labrador Retriever Mix,,Black/Tan,Adoption,Positive,Neutered,Male,2248
2.0,Labrador Retriever Mix,,White,Adoption,Positive,Neutered,Male,2249
8.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2250
5.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2251
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2252
5.0,Labrador Retriever Mix,,White/Black,Adoption,Positive,Neutered,Male,2253
6.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2254
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2255
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2256
2.0,Labrador Retriever Mix,,Yellow/White,Adoption,Positive,Neutered,Male,2257
5.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2258
8.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2259
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2260
7.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2261
9.0,Labrador Retriever Mix,,Red/White,Adoption,Positive,Neutered,Male,2262
7.0,Labrador Retriever Mix,,Black/Brown Brindle,Adoption,Positive,Neutered,Male,2263
2.0,Labrador Retriever Mix,,Brown Brindle,Adoption,Positive,Neutered,Male,2264
5.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2265
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2266
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2267
2.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2268
3.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2269
2.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2270
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2271
7.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2272
10.0,Labrador Retriever Mix,,Red/White,Adoption,Positive,Neutered,Male,2273
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2274
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2275
10.0,Labrador Retriever Mix,,Black/Blue Tick,Adoption,Positive,Neutered,Male,2276
10.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2277
2.0,Labrador Retriever Mix,,Chocolate,Adoption,Positive,Neutered,Male,2278
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2279
11.0,Labrador Retriever Mix,,Sable,Adoption,Positive,Neutered,Male,2280
10.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2281
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2282
8.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2283
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2284
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2285
8.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2286
2.0,Labrador Retriever Mix,,Sable,Adoption,Positive,Neutered,Male,2287
6.0,Labrador Retriever Mix,,Black/Brown Brindle,Adoption,Positive,Neutered,Male,2288
5.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2289
2.0,Labrador Retriever Mix,,Red,Adoption,Positive,Neutered,Male,2290
2.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2291
2.0,Labrador Retriever Mix,,White/Brown,Adoption,Positive,Neutered,Male,2292
2.0,Labrador Retriever Mix,,Brown/Black,Adoption,Positive,Neutered,Male,2293
4.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2294
3.0,Labrador Retriever Mix,,Red,Adoption,Positive,Neutered,Male,2295
2.0,Labrador Retriever Mix,,Brown Brindle,Adoption,Positive,Neutered,Male,2296
5.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2297
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2298
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2299
11.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2300
2.0,Labrador Retriever Mix,,Blue/Tan,Adoption,Positive,Neutered,Male,2301
10.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2302
10.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2303
2.0,Labrador Retriever Mix,,Blue Merle,Adoption,Positive,Neutered,Male,2304
3.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2305
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2306
7.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2307
8.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2308
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2309
5.0,Labrador Retriever Mix,,Red,Adoption,Positive,Neutered,Male,2310
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2311
4.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2312
10.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2313
2.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2314
3.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2315
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2316
4.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2317
4.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2318
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2319
7.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2320
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2321
2.0,Labrador Retriever Mix,,Black/Brown Brindle,Adoption,Positive,Neutered,Male,2322
2.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2323
7.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2324
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2325
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2326
12.0,Labrador Retriever Mix,,Blue/White,Adoption,Positive,Neutered,Male,2327
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2328
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2329
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2330
12.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2331
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2332
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2333
12.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2334
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2335
12.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2336
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2337
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2338
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2339
12.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2340
12.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2341
12.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2342
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2343
12.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2344
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2345
12.0,Labrador Retriever Mix,,Gold,Adoption,Positive,Neutered,Male,2346
12.0,Labrador Retriever Mix,,Brown Brindle/Tan,Adoption,Positive,Neutered,Male,2347
12.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2348
12.0,Labrador Retriever Mix,,Red,Adoption,Positive,Neutered,Male,2349
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2350
12.0,Labrador Retriever Mix,,White/Brown,Adoption,Positive,Neutered,Male,2351
12.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2352
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2353
12.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2354
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2355
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2356
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2357
12.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2358
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2359
12.0,Labrador Retriever Mix,,White/Tan,Adoption,Positive,Neutered,Male,2360
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2361
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2362
12.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2363
12.0,Labrador Retriever Mix,,Black/Brown Brindle,Adoption,Positive,Neutered,Male,2364
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2365
12.0,Labrador Retriever Mix,,Sable/White,Adoption,Positive,Neutered,Male,2366
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2367
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2368
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2369
12.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2370
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2371
12.0,Labrador Retriever Mix,,Chocolate,Adoption,Positive,Neutered,Male,2372
12.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2373
12.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2374
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2375
12.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2376
12.0,Labrador Retriever Mix,,Red/White,Adoption,Positive,Neutered,Male,2377
12.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2378
72.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2379
24.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2380
24.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2381
24.0,Labrador Retriever Mix,,White/Brown Brindle,Adoption,Positive,Neutered,Male,2382
24.0,Labrador Retriever Mix,,White/Tan,Adoption,Positive,Neutered,Male,2383
36.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2384
24.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2385
84.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2386
72.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2387
96.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2388
120.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2389
24.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2390
48.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2391
48.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2392
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2393
24.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2394
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2395
48.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2396
60.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2397
84.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2398
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2399
84.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2400
24.0,Labrador Retriever Mix,,White/Tan,Adoption,Positive,Neutered,Male,2401
24.0,Labrador Retriever Mix,,White/Tan,Adoption,Positive,Neutered,Male,2402
36.0,Labrador Retriever Mix,,White,Adoption,Positive,Neutered,Male,2403
96.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2404
24.0,Labrador Retriever Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male,2405
48.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2406
36.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2407
24.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2408
24.0,Labrador Retriever Mix,,Cream,Adoption,Positive,Neutered,Male,2409
60.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2410
48.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2411
36.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2412
24.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2413
36.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2414
36.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2415
36.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2416
36.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2417
36.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2418
24.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2419
60.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2420
48.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2421
84.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2422
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2423
144.0,Labrador Retriever Mix,,Black/Brown Brindle,Adoption,Positive,Neutered,Male,2424
60.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2425
36.0,Labrador Retriever Mix,,Brown,Adoption,Positive,Neutered,Male,2426
48.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2427
24.0,Labrador Retriever Mix,,Yellow,Adoption,Positive,Neutered,Male,2428
24.0,Labrador Retriever Mix,,Brown/White,Adoption,Positive,Neutered,Male,2429
84.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2430
96.0,Labrador Retriever Mix,,Chocolate,Adoption,Positive,Neutered,Male,2431
36.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2432
48.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2433
36.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2434
24.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2435
48.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2436
24.0,Labrador Retriever Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,2437
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2438
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2439
24.0,Labrador Retriever Mix,,Tan/White,Adoption,Positive,Neutered,Male,2440
96.0,Labrador Retriever Mix,,Red Tick/Red,Adoption,Positive,Neutered,Male,2441
24.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2442
84.0,Labrador Retriever Mix,,Buff,Adoption,Positive,Neutered,Male,2443
48.0,Labrador Retriever Mix,,Red/Brown,Adoption,Positive,Neutered,Male,2444
36.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2445
60.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2446
24.0,Labrador Retriever Mix,,Tan,Adoption,Positive,Neutered,Male,2447
24.0,Labrador Retriever Mix,,Black/White,Adoption,Positive,Neutered,Male,2448
24.0,Labrador Retriever Mix,,Yellow/Black,Adoption,Positive,Neutered,Male,2449
36.0,Labrador Retriever Mix,,Black,Adoption,Positive,Neutered,Male,2450
