,AgeuponOutcome,AnimalID,AnimalType,Breed,Color,DateTime,ID,Name,OutcomeSubtype,OutcomeType,SexuponOutcome
5954,7 months,,Dog,Pit Bull Mix,White/Brown,2014-01-26 17:29:00,5955.0,Ruby,,,Spayed Female
5959,2 years,,Dog,Havanese Mix,White,2015-02-09 11:34:00,5960.0,Lovey 2,,,Intact Female
5960,5 months,,Dog,Chihuahua Shorthair Mix,Tan/White,2014-06-01 11:28:00,5961.0,Tinnie,,,Spayed Female
5961,4 years,,Dog,Toy Poodle Mix,White,2016-01-21 09:20:00,5962.0,Princess,,,Intact Female
5965,9 years,,Dog,Beagle,Tricolor,2015-08-18 11:11:00,5966.0,Charlie,,,Neutered Male
5967,6 months,,Dog,Australian Cattle Dog Mix,Red,2015-06-20 00:00:00,5968.0,Flower,,,Intact Female
5970,5 years,,Dog,Australian Shepherd Mix,Red Merle/White,2015-02-06 11:29:00,5971.0,Max,,,Neutered Male
5972,1 year,,Dog,Australian Cattle Dog/German Shepherd,Tricolor,2015-08-15 18:41:00,5973.0,Willie,,,Neutered Male
5973,1 year,,Dog,Chihuahua Shorthair Mix,Black/Tan,2013-11-19 14:52:00,5974.0,Doodlebug,,,Spayed Female
5976,4 months,,Dog,Rottweiler Mix,Black/Tan,2014-11-04 12:34:00,5977.0,,,,Intact Male
5977,4 months,,Dog,Pembroke Welsh Corgi/Anatol Shepherd,Fawn/White,2015-11-29 17:52:00,5978.0,Cammy,,,Spayed Female
5978,2 years,,Dog,Pembroke Welsh Corgi Mix,Blue Merle/White,2014-05-29 16:58:00,5979.0,Wally,,,Neutered Male
5980,1 year,,Dog,Chihuahua Shorthair Mix,Red,2014-02-10 17:16:00,5981.0,,,,Neutered Male
5983,2 months,,Dog,Chihuahua Longhair Mix,Cream/White,2015-06-20 17:27:00,5984.0,Bailee,,,Spayed Female
5985,1 year,,Dog,Miniature Poodle Mix,Blue/Black,2015-01-07 15:24:00,5986.0,Mitzy,,,Spayed Female
5986,2 years,,Dog,German Wirehaired Pointer/Labrador Retriever,Black,2015-02-19 11:24:00,5987.0,Solomon,,,Neutered Male
5987,1 year,,Dog,Dachshund,Black/Tan,2014-06-19 17:47:00,5988.0,,,,Spayed Female
5988,3 years,,Dog,Chihuahua Shorthair/Dachshund Wirehair,Chocolate/Tan,2015-07-31 17:12:00,5989.0,Pups,,,Neutered Male
5990,4 years,,Dog,Pit Bull Mix,Blue/White,2013-12-06 18:35:00,5991.0,Mya,,,Intact Female
5993,1 year,,Dog,Chihuahua Shorthair Mix,Tan/White,2014-01-08 15:41:00,5994.0,,,,Intact Female
5995,5 years,,Dog,Rhod Ridgeback/Bullmastiff,Brown/Black,2014-10-24 11:01:00,5996.0,Rambo,,,Neutered Male
5996,7 months,,Dog,Golden Retriever/Collie Rough,Brown/Tan,2015-11-21 17:55:00,5997.0,Petunia,,,Spayed Female
5997,9 years,,Dog,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick,2015-07-04 15:22:00,5998.0,Maggie Mae,,,Spayed Female
5999,12 years,,Dog,Maltese Mix,White,2016-02-08 16:45:00,6000.0,,,,Neutered Male
6001,11 months,,Dog,Labrador Retriever/Collie Smooth,Buff/White,2014-12-04 17:01:00,6002.0,Sandi,,,Spayed Female
6002,6 years,,Dog,Labrador Retriever Mix,Black/White,2014-02-03 17:47:00,6003.0,Madaket,,,Neutered Male
6003,10 months,,Dog,Pit Bull Mix,Red/White,2016-01-13 14:22:00,6004.0,Sweet Pea,,,Intact Female
6007,6 days,,Dog,Chihuahua Longhair Mix,Tricolor,2014-07-15 18:24:00,6008.0,,,,Intact Male
6008,2 years,,Dog,Chihuahua Shorthair Mix,Black/White,2016-01-11 15:46:00,6009.0,Bella,,,Spayed Female
6009,1 year,,Dog,Labrador Retriever Mix,White,2016-01-15 18:43:00,6010.0,Bowie,,,Neutered Male
6012,1 year,,Dog,Chihuahua Shorthair Mix,Black/White,2014-01-12 18:40:00,6013.0,Fairbanks,,,Neutered Male
6015,6 days,,Dog,Chihuahua Shorthair/Pit Bull,White,2015-06-04 18:52:00,6016.0,,,,Unknown
6017,4 years,,Dog,Rat Terrier/Boston Terrier,White/Tan,2015-02-17 15:14:00,6018.0,Fay,,,Spayed Female
6020,2 months,,Dog,Norfolk Terrier/Chihuahua Shorthair,White,2015-12-31 15:46:00,6021.0,Fenway,,,Neutered Male
6023,1 month,,Dog,Pit Bull Mix,Brown/White,2014-05-23 16:24:00,6024.0,,,,Intact Female
6024,5 months,,Dog,Chihuahua Shorthair Mix,Tan/White,2013-10-08 18:08:00,6025.0,Missy,,,Spayed Female
6025,2 months,,Dog,German Shepherd/Labrador Retriever,Brown/White,2014-09-27 14:17:00,6026.0,Olivia,,,Spayed Female
6028,9 years,,Dog,Shih Tzu Mix,White/Black,2015-09-15 12:54:00,6029.0,Fluffy Varge,,,Intact Female
6029,8 years,,Dog,Pit Bull/Labrador Retriever,White/Brown,2015-08-28 18:48:00,6030.0,Princess,,,Spayed Female
6032,2 months,,Dog,Wire Hair Fox Terrier/Beagle,Blue/Cream,2014-12-08 17:49:00,6033.0,Leroy,,,Neutered Male
6034,5 months,,Dog,Chihuahua Shorthair Mix,Tan/White,2014-03-01 17:57:00,6035.0,,,,Spayed Female
6035,15 years,,Dog,Coton De Tulear,White,2014-01-02 12:51:00,6036.0,Zoe,,,Spayed Female
6036,5 years,,Dog,Pit Bull,Tan/White,2014-06-07 12:50:00,6037.0,Sandy,,,Intact Female
6037,4 weeks,,Dog,Chihuahua Shorthair Mix,Tan/Black,2015-03-30 10:55:00,6038.0,,,,Intact Male
6038,10 months,,Dog,Pit Bull Mix,Chocolate,2013-10-24 16:54:00,6039.0,Mocha,,,Intact Female
6040,2 months,,Dog,Labrador Retriever Mix,Chocolate,2013-12-30 08:09:00,6041.0,,,,Spayed Female
6042,1 year,,Dog,Pbgv Mix,Gray/White,2014-01-25 10:14:00,6043.0,Skittles,,,Intact Female
6044,6 months,,Dog,Dachshund/Beagle,Brown,2014-06-15 17:52:00,6045.0,Ollie,,,Neutered Male
6046,1 year,,Dog,Labrador Retriever Mix,Black,2014-01-05 18:11:00,6047.0,Max,,,Neutered Male
6049,1 year,,Dog,Chihuahua Shorthair/Dachshund,Tricolor,2014-06-08 18:45:00,6050.0,Lucius,,,Neutered Male
6050,2 years,,Dog,American Bulldog Mix,Brown Brindle/White,2014-05-27 15:41:00,6051.0,Fezzik,,,Neutered Male
6052,2 years,,Dog,Lhasa Apso/Miniature Poodle,Black/White,2015-03-06 18:11:00,6053.0,Otis,,,Neutered Male
6053,10 years,,Dog,Miniature Schnauzer,Gray,2014-05-22 18:38:00,6054.0,,,,Spayed Female
6054,3 years,,Dog,Pit Bull Mix,Brown/White,2014-02-17 15:52:00,6055.0,Maggie,,,Spayed Female
6055,4 months,,Dog,Plott Hound Mix,Brown Brindle/Black,2015-10-02 12:11:00,6056.0,Pluto,,,Neutered Male
6056,1 month,,Dog,Great Pyrenees Mix,White/Buff,2014-04-15 13:27:00,6057.0,Talini,,,Intact Female
6057,3 years,,Dog,Siberian Husky Mix,Brown/Tan,2014-02-24 17:18:00,6058.0,Shiba,,,Spayed Female
6058,5 years,,Dog,Dachshund,Red,2015-01-02 18:18:00,6059.0,,,,Neutered Male
6060,1 year,,Dog,German Shepherd Mix,Brown/Tan,2014-10-12 19:08:00,6061.0,Flower,,,Spayed Female
6061,2 years,,Dog,Border Collie/Labrador Retriever,Black/White,2014-12-05 19:03:00,6062.0,Jackson,,,Neutered Male
6062,2 years,,Dog,Boxer,Brown/White,2015-11-07 12:31:00,6063.0,Sam,,,Neutered Male
6063,3 years,,Dog,Pit Bull Mix,Brown Brindle/White,2015-05-06 18:53:00,6064.0,Russell,,,Neutered Male
6065,2 months,,Dog,Pembroke Welsh Corgi Mix,Brown/White,2014-03-16 18:40:00,6066.0,Oliver,,,Neutered Male
6068,3 years,,Dog,English Coonhound Mix,Tricolor,2014-04-29 18:41:00,6069.0,Huckelberry,,,Spayed Female
6070,13 years,,Dog,Cocker Spaniel/Pembroke Welsh Corgi,Black,2014-05-30 14:32:00,6071.0,Shy Guy,,,Intact Male
6073,1 year,,Dog,Cairn Terrier Mix,Cream,2014-04-02 11:29:00,6074.0,Snow,,,Spayed Female
6074,1 year,,Dog,Pit Bull Mix,Blue/White,2015-11-07 18:54:00,6075.0,Thunder,,,Neutered Male
6076,1 year,,Dog,Chihuahua Shorthair Mix,Tricolor,2016-01-11 17:52:00,6077.0,Gigi,,,Spayed Female
6077,2 years,,Dog,Chihuahua Shorthair Mix,Tricolor,2015-12-19 17:57:00,6078.0,Herman,,,Neutered Male
6078,2 months,,Dog,Great Pyrenees/Catahoula,White/Brown Brindle,2015-08-27 14:25:00,6079.0,Starburst,,,Spayed Female
6079,4 months,,Dog,Border Collie Mix,Brown/White,2014-11-06 10:06:00,6080.0,Zoey,,,Spayed Female
6084,6 years,,Dog,Dachshund/Chihuahua Shorthair,Red/Black,2014-09-21 15:34:00,6085.0,Zeba,,,Spayed Female
6085,1 year,,Dog,Boxer Mix,Brown Brindle/White,2015-06-26 17:04:00,6086.0,Lizzie,,,Spayed Female
6087,3 years,,Dog,Chihuahua Shorthair/Whippet,Brown,2015-12-28 12:04:00,6088.0,Charlie,,,Intact Male
6089,2 years,,Dog,Labrador Retriever Mix,White/Black,2015-12-07 17:34:00,6090.0,Dasher,,,Neutered Male
6091,5 years,,Dog,Rat Terrier Mix,Brown/White,2016-01-18 18:36:00,6092.0,Emmitt,,,Neutered Male
6093,3 years,,Dog,Pit Bull Mix,Tan,2013-10-20 13:15:00,6094.0,Lola,,,Spayed Female
6096,3 years,,Dog,Mastiff,Fawn,2014-09-27 16:34:00,6097.0,Kermit,,,Intact Male
6098,11 years,,Dog,Dachshund/Chihuahua Shorthair,Brown/Tan,2013-10-30 15:29:00,6099.0,Princess,,,Spayed Female
6099,10 months,,Dog,Labrador Retriever Mix,Black,2014-08-04 13:23:00,6100.0,Josie,,,Spayed Female
6100,3 years,,Dog,Pit Bull Mix,Black Brindle/White,2014-12-02 18:05:00,6101.0,Precious,,,Spayed Female
6102,1 year,,Dog,German Shepherd Mix,White/Tan,2014-09-14 16:37:00,6103.0,Juliet,,,Spayed Female
6103,1 year,,Dog,Australian Cattle Dog Mix,Sable/Red Merle,2013-12-30 17:57:00,6104.0,Star,,,Spayed Female
6104,4 years,,Dog,Pit Bull Mix,Blue/White,2014-12-07 13:12:00,6105.0,Shania,,,Spayed Female
6107,10 years,,Dog,Chihuahua Shorthair Mix,Tan,2015-04-07 08:41:00,6108.0,Stormy,,,Spayed Female
6108,7 years,,Dog,Rat Terrier,Tricolor,2015-08-20 14:59:00,6109.0,Cookie,,,Spayed Female
6109,1 year,,Dog,Dachshund Longhair/Chihuahua Shorthair,Tan/White,2014-10-02 15:20:00,6110.0,Hank,,,Neutered Male
6110,8 months,,Dog,Chihuahua Longhair Mix,Black/Brown,2015-06-20 00:00:00,6111.0,Snoopy,,,Intact Male
6111,4 years,,Dog,Boxer/Labrador Retriever,Black/White,2014-12-01 12:47:00,6112.0,Deuce,,,Neutered Male
6113,1 year,,Dog,Australian Cattle Dog Mix,Blue Tick,2015-05-08 18:35:00,6114.0,Felix,,,Neutered Male
6114,1 year,,Dog,Australian Kelpie Mix,Black,2014-03-25 10:54:00,6115.0,Kirby,,,Neutered Male
6115,1 year,,Dog,Miniature Poodle Mix,White,2015-10-25 12:18:00,6116.0,Uma,,,Intact Female
6116,4 years,,Dog,German Shepherd Mix,Black/Brown,2014-11-27 10:44:00,6117.0,Iggy,,,Neutered Male
6117,1 year,,Dog,Labrador Retriever,Brown/White,2015-11-15 12:27:00,6118.0,Luna,,,Spayed Female
6118,1 month,,Dog,Pit Bull Mix,Black/White,2014-08-29 16:24:00,6119.0,,,,Intact Female
6119,10 months,,Dog,Cocker Spaniel Mix,White/Black,2015-10-31 13:48:00,6120.0,,,,Intact Male
6120,3 years,,Dog,Chihuahua Shorthair Mix,Cream,2014-07-23 18:52:00,6121.0,Gretel,,,Spayed Female
6121,3 years,,Dog,Canaan Dog/Pit Bull,Red/White,2013-12-24 12:58:00,6122.0,Jack,,,Neutered Male
6125,4 months,,Dog,Pointer Mix,Black/White,2013-10-24 18:45:00,6126.0,,,,Neutered Male
6128,3 years,,Dog,Great Pyrenees/Australian Shepherd,White/Tricolor,2014-03-22 15:45:00,6129.0,Gage,,,Neutered Male
6129,2 years,,Dog,Pit Bull/Boxer,Tan/White,2014-05-24 15:24:00,6130.0,Hazel,,,Spayed Female
6132,2 years,,Dog,Chow Chow Mix,Red,2014-01-24 13:41:00,6133.0,Koda,,,Neutered Male
6133,2 months,,Dog,Cardigan Welsh Corgi/Australian Cattle Dog,Tricolor,2015-05-23 14:04:00,6134.0,,,,Intact Female
6134,1 year,,Dog,Basenji Mix,Tan/White,2014-01-24 14:53:00,6135.0,Scout,,,Neutered Male
6135,4 years,,Dog,Pit Bull Mix,Chocolate/White,2014-08-22 18:35:00,6136.0,Blaze,,,Neutered Male
6138,4 months,,Dog,Pit Bull Mix,Blue/White,2014-01-29 15:07:00,6139.0,Milo,,,Intact Male
6139,10 years,,Dog,Labrador Retriever Mix,Black/White,2014-07-23 13:45:00,6140.0,X,,,Intact Female
6143,1 year,,Dog,Saluki/Doberman Pinsch,Black/Brown,2014-08-09 11:13:00,6144.0,Marcel,,,Neutered Male
6144,2 years,,Dog,American Pit Bull Terrier Mix,White/Brown,2016-02-19 18:38:00,6145.0,Tweeder,,,Neutered Male
6145,4 years,,Dog,Miniature Poodle Mix,Black,2015-08-31 17:22:00,6146.0,Stella,,,Spayed Female
6146,2 years,,Dog,Pointer/Pit Bull,White/Brown,2013-10-27 09:27:00,6147.0,Nala,,,Spayed Female
6147,6 years,,Dog,Border Collie Mix,White/Black,2014-05-17 13:51:00,6148.0,Destin,,,Neutered Male
6148,1 year,,Dog,Norfolk Terrier Mix,Tan,2014-10-07 12:46:00,6149.0,Baxter,,,Neutered Male
6149,10 months,,Dog,Catahoula/German Shepherd,Yellow Brindle,2014-07-21 17:28:00,6150.0,Mason,,,Spayed Female
6152,3 years,,Dog,Chihuahua Shorthair Mix,Black/Tan,2013-10-24 14:14:00,6153.0,Boo Boo,,,Spayed Female
6153,2 years,,Dog,Labrador Retriever Mix,Tan,2014-02-02 12:49:00,6154.0,Molly,,,Spayed Female
6154,2 years,,Dog,Pit Bull Mix,Blue/White,2014-03-11 16:14:00,6155.0,Ponyboy,,,Intact Male
6155,1 year,,Dog,Labrador Retriever Mix,Black,2014-01-23 14:55:00,6156.0,Cracker,,,Spayed Female
6156,1 year,,Dog,Boxer/Pit Bull,Brown Brindle,2015-09-25 18:49:00,6157.0,Ashley,,,Spayed Female
6157,1 year,,Dog,Pit Bull Mix,Brown Brindle,2015-10-25 17:07:00,6158.0,Jonah,,,Neutered Male
6159,12 years,,Dog,Beagle,Tricolor,2016-02-09 15:56:00,6160.0,Henry,,,Intact Male
6160,1 year,,Dog,Pit Bull Mix,Black Brindle/White,2014-12-23 17:19:00,6161.0,Lilith,,,Spayed Female
6162,3 years,,Dog,Miniature Poodle Mix,White,2015-04-28 17:31:00,6163.0,Howie,,,Neutered Male
6163,2 years,,Dog,Chihuahua Shorthair Mix,Tan,2013-10-13 16:46:00,6164.0,Titi,,,Spayed Female
6164,9 months,,Dog,Labrador Retriever Mix,Black/White,2015-09-28 15:57:00,6165.0,Ace,,,Neutered Male
6165,4 years,,Dog,Pit Bull Mix,White/Brown,2015-11-09 17:00:00,6166.0,Swiper,,,Neutered Male
6166,4 years,,Dog,Boxer,Brown Brindle/White,2013-11-01 14:13:00,6167.0,,,,Spayed Female
6167,2 years,,Dog,Miniature Poodle Mix,White,2014-02-05 16:25:00,6168.0,Chico,,,Neutered Male
6171,4 years,,Dog,Miniature Poodle Mix,White,2014-06-10 15:13:00,6172.0,Chucho,,,Neutered Male
6172,5 years,,Dog,Pit Bull Mix,Blue/White,2014-10-16 18:56:00,6173.0,Smokey,,,Neutered Male
6173,3 months,,Dog,Bernese Mountain Dog,Black/Brown,2014-12-09 16:39:00,6174.0,Jager,,,Neutered Male
6176,2 months,,Dog,Australian Cattle Dog Mix,White/Black,2013-11-04 15:30:00,6177.0,,,,Spayed Female
6177,4 months,,Dog,Border Collie Mix,Black/White,2014-10-18 12:31:00,6178.0,Lexie,,,Intact Female
6178,4 years,,Dog,Pit Bull Mix,Blue,2014-05-15 17:41:00,6179.0,Rain,,,Spayed Female
6180,6 years,,Dog,Labrador Retriever Mix,Black,2013-11-26 14:25:00,6181.0,,,,Neutered Male
6181,5 months,,Dog,Blue Lacy Mix,Blue/White,2015-12-22 10:22:00,6182.0,Winnie,,,Spayed Female
6182,7 years,,Dog,Labrador Retriever Mix,Tricolor,2013-11-29 13:42:00,6183.0,Fender,,,Spayed Female
6183,8 years,,Dog,Pointer Mix,White/Liver,2014-07-05 10:32:00,6184.0,Nike,,,Neutered Male
6184,1 year,,Dog,American Pit Bull Terrier/Pit Bull,Brown/White,2015-05-29 13:37:00,6185.0,King,,,Neutered Male
6185,8 years,,Dog,Siberian Husky Mix,Black/Cream,2014-05-20 11:44:00,6186.0,Kaila,,,Spayed Female
6189,6 years,,Dog,Labrador Retriever Mix,White/Tan,2014-05-20 14:15:00,6190.0,Belle,,,Spayed Female
6191,2 years,,Dog,Australian Cattle Dog Mix,Red Tick/White,2014-03-18 13:39:00,6192.0,Gringo,,,Intact Male
6192,8 months,,Dog,Labrador Retriever/Australian Cattle Dog,Cream/White,2015-06-12 17:50:00,6193.0,Molly,,,Spayed Female
6193,2 months,,Dog,Tibetan Spaniel Mix,Brown Brindle,2014-12-18 17:51:00,6194.0,Cricket,,,Neutered Male
6194,10 months,,Dog,Border Terrier Mix,Black/Tan,2014-05-03 07:50:00,6195.0,Henry,,,Neutered Male
6195,4 years,,Dog,Pit Bull Mix,Black/White,2014-10-24 15:05:00,6196.0,,,,Intact Male
6199,2 years,,Dog,Pit Bull Mix,Brown/White,2015-05-25 14:50:00,6200.0,,,,Intact Female
6200,8 years,,Dog,Siberian Husky/German Shepherd,Tan/White,2014-10-29 13:44:00,6201.0,Tica,,,Spayed Female
6202,2 years,,Dog,Pit Bull Mix,Blue/White,2014-09-08 14:08:00,6203.0,,,,Intact Male
6204,5 months,,Dog,Labrador Retriever/Anatol Shepherd,White/Tan,2015-02-07 13:09:00,6205.0,Lola,,,Intact Female
6205,2 years,,Dog,Labrador Retriever/Great Pyrenees,Red/White,2015-09-18 15:28:00,6206.0,Boss,,,Neutered Male
6206,2 months,,Dog,Chihuahua Shorthair Mix,Black/White,2015-05-29 16:45:00,6207.0,Booker,,,Neutered Male
6207,3 years,,Dog,Miniature Pinscher Mix,Black/Tan,2014-06-20 15:41:00,6208.0,Chrissy,,,Spayed Female
6209,1 year,,Dog,Staffordshire Mix,Black/White,2015-09-21 16:36:00,6210.0,Ozzy,,,Neutered Male
6210,10 months,,Dog,Great Pyrenees Mix,Tricolor,2014-08-03 18:34:00,6211.0,Brutus,,,Neutered Male
6211,2 years,,Dog,Chihuahua Shorthair Mix,Tricolor,2014-12-25 10:39:00,6212.0,Annie,,,Intact Female
6212,2 months,,Dog,Labrador Retriever Mix,Black/White,2015-09-08 13:35:00,6213.0,,,,Intact Male
6213,3 years,,Dog,Pit Bull Mix,Fawn/White,2014-11-02 11:50:00,6214.0,Zena,,,Intact Female
6214,3 months,,Dog,Labrador Retriever,Black/White,2015-07-01 12:04:00,6215.0,Caleb,,,Neutered Male
6216,6 years,,Dog,Beagle/Rat Terrier,Tricolor,2013-10-27 23:50:00,6217.0,,,,Neutered Male
6219,4 months,,Dog,Miniature Poodle Mix,White,2015-12-14 15:00:00,6220.0,Trouble,,,Intact Male
6221,15 years,,Dog,Chinese Sharpei/Labrador Retriever,Brown/White,2013-11-23 11:15:00,6222.0,Ruth,,,Spayed Female
6223,1 year,,Dog,Pointer/Australian Cattle Dog,Tricolor,2014-12-17 18:37:00,6224.0,Inky,,,Spayed Female
6228,3 years,,Dog,Pit Bull Mix,Black,2013-11-03 15:56:00,6229.0,Maja,,,Neutered Male
6229,2 months,,Dog,Queensland Heeler Mix,Black/White,2014-01-19 17:36:00,6230.0,Hansel,,,Intact Male
6230,2 years,,Dog,American Bulldog Mix,White/Black,2014-12-09 13:08:00,6231.0,Bingo,,,Neutered Male
6231,1 year,,Dog,Pit Bull/Australian Cattle Dog,Black/White,2014-10-16 12:50:00,6232.0,Tuesday,,,Spayed Female
6234,10 months,,Dog,Boxer Mix,Brown Brindle/White,2013-10-16 18:31:00,6235.0,,,,Intact Male
6235,1 year,,Dog,Chihuahua Shorthair Mix,White/Red,2015-03-08 12:13:00,6236.0,Poppy,,,Spayed Female
6237,5 years,,Dog,Chihuahua Shorthair Mix,Tricolor,2014-03-17 16:38:00,6238.0,Tinkerbell,,,Spayed Female
6240,3 years,,Dog,St. Bernard Smooth Coat Mix,White/Tan,2014-12-06 14:08:00,6241.0,Boris,,,Neutered Male
6242,6 years,,Dog,Miniature Schnauzer Mix,Gray/White,2013-11-25 16:46:00,6243.0,Gucci,,,Neutered Male
6243,1 year,,Dog,Cardigan Welsh Corgi/Cocker Spaniel,Gold/Tan,2014-05-21 12:41:00,6244.0,Arrow,,,Intact Male
6245,1 year,,Dog,Australian Shepherd Mix,Black/Tricolor,2013-11-30 17:00:00,6246.0,Luna,,,Spayed Female
6247,3 years,,Dog,Golden Retriever Mix,Red,2015-03-06 18:18:00,6248.0,Balin,,,Neutered Male
6250,7 months,,Dog,Chihuahua Shorthair/Pug,Black/Tan,2014-01-08 17:11:00,6251.0,Princess,,,Spayed Female
6251,5 years,,Dog,Chihuahua Shorthair Mix,Tan/White,2015-10-11 14:14:00,6252.0,Noodles,,,Neutered Male
6254,2 months,,Dog,Chihuahua Shorthair Mix,Black/Tan,2015-10-01 15:25:00,6255.0,Spike,,,Neutered Male
6255,10 months,,Dog,Pit Bull/Australian Cattle Dog,Yellow/White,2015-02-03 13:39:00,6256.0,Yellow Dog,,,Neutered Male
6256,1 year,,Dog,German Shepherd Mix,Red,2013-12-27 17:45:00,6257.0,Ember,,,Spayed Female
6257,2 years,,Dog,Border Collie/Great Pyrenees,Black/White,2014-05-25 17:54:00,6258.0,Maggie Mae,,,Spayed Female
6266,1 year,,Dog,Chihuahua Shorthair Mix,Tan,2015-08-20 13:33:00,6267.0,Chico,,,Intact Male
6268,1 year,,Dog,Tibetan Terrier Mix,Black/Tan,2014-09-06 17:27:00,6269.0,Jakey,,,Neutered Male
6270,8 years,,Dog,American Bulldog Mix,Black/White,2015-10-16 15:31:00,6271.0,Justin,,,Neutered Male
6271,3 years,,Dog,Lhasa Apso Mix,Black/White,2014-11-25 15:03:00,6272.0,Ho-Ho'S,,,Neutered Male
6273,1 month,,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-08-29 13:43:00,6274.0,,,,Intact Female
6274,3 years,,Dog,Pit Bull Mix,White/Brown,2014-04-01 11:17:00,6275.0,,,,Intact Female
6275,1 year,,Dog,Chihuahua Longhair Mix,Chocolate/Tricolor,2014-09-16 16:46:00,6276.0,,,,Spayed Female
6276,8 months,,Dog,Beagle/Boxer,Brown Brindle/White,2016-01-31 12:13:00,6277.0,Charles,,,Neutered Male
6277,11 months,,Dog,Labrador Retriever Mix,Brown/White,2015-02-23 18:13:00,6278.0,Mylo,,,Neutered Male
6280,5 years,,Dog,German Shepherd/Siberian Husky,Black/Cream,2015-09-13 16:42:00,6281.0,Athena,,,Spayed Female
6281,1 year,,Dog,Border Terrier/Chihuahua Shorthair,Buff,2015-10-28 18:10:00,6282.0,,,,Neutered Male
6282,2 years,,Dog,Chihuahua Shorthair Mix,Tricolor,2014-09-29 18:09:00,6283.0,Sapphire,,,Spayed Female
6283,2 months,,Dog,Jack Russell Terrier/Welsh Terrier,Black/Tan,2014-08-24 17:12:00,6284.0,Lola,,,Spayed Female
6285,3 years,,Dog,Rat Terrier/Chihuahua Shorthair,Black/White,2014-06-08 19:09:00,6286.0,Prancer,,,Neutered Male
6289,4 years,,Dog,Basset Hound/Australian Cattle Dog,Tricolor,2014-06-12 16:40:00,6290.0,Red,,,Neutered Male
6293,3 years,,Dog,Maltese Mix,Black/White,2015-10-12 17:27:00,6294.0,,,,Spayed Female
6294,1 year,,Dog,Doberman Pinsch Mix,Brown/Tan,2015-05-18 12:12:00,6295.0,,,,Neutered Male
6295,1 year,,Dog,Miniature Schnauzer Mix,Gray/White,2015-11-23 18:12:00,6296.0,Sparkey,,,Neutered Male
6296,4 months,,Dog,Black/Tan Hound Mix,Black/Brown,2014-12-09 18:00:00,6297.0,,,,Neutered Male
6297,8 years,,Dog,Dachshund Mix,Tan,2015-12-29 13:33:00,6298.0,Bella,,,Spayed Female
6298,10 years,,Dog,Pug Mix,Fawn/Black,2015-11-18 12:08:00,6299.0,Brick,,,Neutered Male
6300,2 years,,Dog,Labrador Retriever Mix,Buff,2014-05-26 13:15:00,6301.0,Wyatt,,,Neutered Male
6302,7 months,,Dog,Australian Shepherd Mix,White/Brown,2014-11-15 17:02:00,6303.0,Trisha,,,Spayed Female
6303,1 month,,Dog,Australian Cattle Dog Mix,Tricolor,2014-05-21 17:10:00,6304.0,Tucker,,,Neutered Male
6304,1 year,,Dog,Chihuahua Shorthair/Dachshund,Black/White,2013-10-04 18:51:00,6305.0,,,,Spayed Female
6305,10 months,,Dog,Yorkshire Terrier/Border Terrier,Gray/Brown,2014-08-19 18:49:00,6306.0,Juju,,,Spayed Female
6306,4 years,,Dog,Dachshund Mix,Tricolor,2016-01-26 13:22:00,6307.0,Negra,,,Spayed Female
6308,5 months,,Dog,Labrador Retriever/Queensland Heeler,Black/White,2015-08-19 17:19:00,6309.0,Bonnie,,,Spayed Female
6309,2 years,,Dog,Beagle Mix,Black/Tan,2015-08-09 18:18:00,6310.0,Lucy,,,Spayed Female
6310,1 year,,Dog,Siberian Husky Mix,Red/White,2015-10-25 16:33:00,6311.0,Alexander,,,Intact Male
6313,1 year,,Dog,German Shepherd Mix,Sable,2014-02-28 16:31:00,6314.0,Wyatt,,,Neutered Male
6315,1 year,,Dog,Australian Shepherd Mix,Brown Merle/White,2015-02-28 18:12:00,6316.0,Perla,,,Spayed Female
6316,7 years,,Dog,Siberian Husky,Black/White,2014-07-24 14:32:00,6317.0,Lola,,,Spayed Female
6317,4 years,,Dog,English Bulldog Mix,White/Tan,2016-01-22 18:07:00,6318.0,,,,Neutered Male
6318,2 years,,Dog,Pit Bull Mix,Blue,2014-12-02 13:50:00,6319.0,King,,,Intact Male
6319,4 months,,Dog,Pit Bull Mix,Brown Brindle/White,2015-10-10 14:56:00,6320.0,,,,Neutered Male
6321,2 years,,Dog,Shih Tzu,Apricot/Tricolor,2015-04-09 15:29:00,6322.0,Faith,,,Spayed Female
6324,1 year,,Dog,Chihuahua Shorthair Mix,Tan,2014-06-06 16:13:00,6325.0,,,,Intact Male
6329,4 years,,Dog,Labrador Retriever Mix,Black/White,2015-08-14 14:57:00,6330.0,Barrett,,,Neutered Male
6330,1 year,,Dog,German Shepherd Mix,Brown/Black,2013-12-28 17:28:00,6331.0,Heidi,,,Spayed Female
6332,1 year,,Dog,Border Collie/American Staffordshire Terrier,Black/White,2013-10-14 11:47:00,6333.0,Pammy,,,Intact Female
6333,3 months,,Dog,Labrador Retriever Mix,Brown Brindle,2013-10-10 14:40:00,6334.0,,,,Intact Male
6334,7 years,,Dog,Pit Bull Mix,Brown/White,2015-03-26 13:28:00,6335.0,Angel,,,Spayed Female
6337,11 months,,Dog,Staffordshire Mix,White/Blue,2015-09-01 08:53:00,6338.0,Sapphire,,,Spayed Female
