,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
1423,A715627,Damu,2015-11-29 12:53:00,Euthanasia,Court/Investigation,Dog,Intact Male,5 years,American Staffordshire Terrier Mix,White/Brown
1426,A717615,Lily,2015-12-12 13:20:00,Return_to_owner,,Dog,Spayed Female,4 years,Pembroke Welsh Corgi Mix,Brown/White
1429,A664439,Batty,2013-12-20 13:04:00,Adoption,,Dog,Neutered Male,6 months,Dachshund/Rat Terrier,White/Black
1434,A659731,Paloma,2014-05-22 12:05:00,Return_to_owner,,Dog,Spayed Female,2 years,Cocker Spaniel/Miniature Poodle,Cream
1435,A687344,Sasha,2014-11-29 12:17:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
1436,A693005,Lex,2014-12-01 18:30:00,Return_to_owner,,Dog,Neutered Male,1 year,Boxer Mix,Brown
1438,A699574,Jupiter,2015-03-31 16:50:00,Return_to_owner,,Dog,Neutered Male,2 years,Basset Hound/English Cocker Spaniel,Black
1441,A677474,Dana,2014-05-06 12:42:00,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Brown
1443,A535484,Krunch,2014-12-07 18:38:00,Adoption,,Dog,Neutered Male,5 years,Pit Bull Mix,White/Brown
1444,A696319,,2015-02-05 12:04:00,Euthanasia,Suffering,Dog,Neutered Male,12 years,Australian Shepherd Mix,Black/Gray
1446,A716491,Pilgrim,2015-11-28 17:10:00,Adoption,,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Tan/Gray
1447,A547088,Chulo,2015-06-21 12:49:00,Adoption,,Dog,Neutered Male,6 years,Labrador Retriever/Siberian Husky,Brown
1448,A716372,Mio,2016-01-07 12:34:00,Adoption,,Dog,Neutered Male,2 months,Boxer Mix,Red
1449,A676813,Max,2014-04-16 18:37:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
1451,A703780,Renalda,2015-06-01 19:21:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Dachshund,Black/Tan
1453,A669899,Dobby,2014-04-18 12:01:00,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Red
1457,A681508,,2014-06-28 14:21:00,Transfer,Partner,Dog,Neutered Male,3 months,Australian Cattle Dog Mix,Red/White
1458,A687069,Gracie,2014-12-11 13:33:00,Adoption,Foster,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Tan/White
1460,A696438,Samba,2015-06-22 15:04:00,Return_to_owner,,Dog,Neutered Male,2 years,Manchester Terrier/Norfolk Terrier,Tricolor
1461,A655516,Oreo,2013-12-08 15:42:00,Transfer,Partner,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
1463,A678847,Eva,2014-06-16 18:17:00,Adoption,Foster,Dog,Spayed Female,1 month,Jack Russell Terrier Mix,Chocolate/White
1468,A699036,Babyruth,2015-04-07 14:18:00,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever/Golden Retriever,Chocolate/Gold
1469,A704944,Shalanda,2016-01-28 14:03:00,Return_to_owner,,Dog,Spayed Female,4 years,Bichon Frise/Miniature Poodle,White
1470,A718762,Sadie,2016-01-25 14:08:00,Transfer,Partner,Dog,Spayed Female,9 months,Black Mouth Cur Mix,Brown
1472,A688447,,2014-09-28 18:50:00,Transfer,Partner,Dog,Intact Male,8 months,Pit Bull Mix,White/Tan
1474,A716774,Frick,2015-11-25 11:49:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Red/White
1475,A661823,Honeydew,2013-11-17 13:26:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White
1476,A709817,Cruz,2015-08-16 16:40:00,Adoption,,Dog,Neutered Male,1 year,Beagle/Basset Hound,White/Black
1477,A693807,Curry,2014-12-17 18:10:00,Return_to_owner,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Brown
1480,A714104,Paisley,2015-10-20 15:49:00,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Brown
1482,A690734,Chick,2014-11-02 11:30:00,Transfer,Partner,Dog,Spayed Female,4 years,Bloodhound Mix,Tan
1484,A682338,Toto,2014-08-02 20:05:00,Adoption,Offsite,Dog,Neutered Male,1 year,Affenpinscher Mix,Black/White
1486,A708469,Betty,2015-08-01 18:06:00,Adoption,,Dog,Spayed Female,1 year,Dachshund Mix,Black/White
1490,A715717,Andy,2015-11-13 18:26:00,Return_to_owner,,Dog,Neutered Male,8 months,Australian Shepherd Mix,White/Brown
1491,A717520,Luna,2015-12-09 18:59:00,Return_to_owner,,Dog,Spayed Female,3 years,Blue Lacy Mix,Blue
1492,A699512,Cash,2015-08-01 16:22:00,Adoption,,Dog,Neutered Male,1 year,Great Dane/Staffordshire,Tan/White
1493,A700337,T-Bone,2015-04-19 17:52:00,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Blue/White
1494,A713324,Vance,2015-10-12 14:38:00,Transfer,Partner,Dog,Neutered Male,2 years,Border Collie/Australian Cattle Dog,Black/White
1495,A688264,Felina,2015-01-21 16:39:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
1496,A678921,Tiddle Bug,2014-05-15 16:37:00,Euthanasia,Suffering,Dog,Neutered Male,12 years,Yorkshire Terrier Mix,Black/Tan
1497,A677949,Midnight,2014-05-08 15:22:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White
1498,A664093,Katrina,2013-10-26 11:00:00,Transfer,Partner,Dog,Spayed Female,5 years,Rottweiler Mix,Black/Tan
1499,A719197,Rocky,2016-02-05 17:44:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn
1503,A698909,Panda,2015-03-29 15:15:00,Return_to_owner,,Dog,Neutered Male,4 years,Akita Mix,White/Brown
1504,A705770,Lucy Fox,2016-02-11 17:25:00,Adoption,Foster,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
1506,A670209,,2014-01-03 19:19:00,Transfer,Partner,Dog,Intact Male,10 months,Norwich Terrier Mix,White
1509,A687266,Coco,2014-09-27 14:51:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
1511,A713588,Dyce,2016-02-21 18:27:00,Adoption,,Dog,Neutered Male,8 years,American Pit Bull Terrier Mix,Black/White
1512,A677179,Lenny,2014-05-01 11:12:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/Brown Brindle
1514,A672735,Nadia,2014-03-16 13:37:00,Transfer,Partner,Dog,Intact Female,1 year,Staffordshire Mix,White/Gray
1515,A688407,Bently,2014-09-19 11:45:00,Return_to_owner,,Dog,Neutered Male,9 years,Shih Tzu Mix,Black/Gray
1516,A701191,Shiloh,2015-04-26 18:55:00,Return_to_owner,,Dog,Neutered Male,1 month,Dachshund Mix,Black/Brown
1517,A685224,Stewie,2014-08-16 14:55:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Boxer,Black
1520,A695169,Peaches,2015-06-08 13:08:00,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan
1522,A707480,Scooby,2015-07-24 17:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Dachshund/Chihuahua Shorthair,Brown
1523,A714777,Princess,2015-10-29 19:18:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Tricolor
1527,A714555,Noah,2015-10-25 15:00:00,Return_to_owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
1529,A592335,Dex,2015-08-30 16:19:00,Adoption,Offsite,Dog,Neutered Male,5 years,Norwich Terrier Mix,Tan
1530,A632333,Charcoal,2013-10-09 18:38:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Blue/White
1531,A669761,Lila,2014-03-23 17:32:00,Transfer,Partner,Dog,Spayed Female,8 months,German Shepherd Mix,Brown/Brown
1534,A710029,Leighla,2015-08-22 12:43:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Brown/White
1535,A703985,Simba,2015-07-25 13:01:00,Transfer,Partner,Dog,Neutered Male,3 years,American Bulldog Mix,Tan/White
1536,A719584,Chuck,2016-01-27 13:50:00,Transfer,Partner,Dog,Intact Male,3 years,Miniature Poodle Mix,White
1539,A705299,Dexter,2015-11-26 09:33:00,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
1541,A701436,,2015-05-03 12:36:00,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown Brindle/White
1542,A694626,Nikki,2015-01-15 18:27:00,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd Mix,White/Cream
1544,A714564,Rocky,2015-12-26 16:57:00,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle
1545,A681909,Cooper,2014-06-26 19:06:00,Adoption,,Dog,Neutered Male,10 months,Collie Smooth/German Shepherd,Brown/White
1546,A704100,,2015-06-01 17:26:00,Transfer,Partner,Dog,Intact Female,1 week,Pit Bull Mix,White
1547,A678914,Seven,2014-07-09 18:22:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/Australian Shepherd,Black/White
1548,A715333,Princess,2015-11-12 19:20:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Tan
1550,A689438,Otto,2014-12-08 13:48:00,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown Brindle/White
1551,A717994,Wilma,2016-01-05 00:00:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle
1552,A693840,Angel,2015-11-25 07:34:00,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
1553,A707601,Willie,2015-08-09 13:30:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
1555,A695186,,2015-01-10 18:37:00,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull Mix,White/Brown
1559,A714141,Heidi,2016-01-21 13:12:00,Adoption,Foster,Dog,Spayed Female,8 years,German Shepherd Mix,Brown/Black
1560,A691290,Pumba,2014-11-04 17:54:00,Return_to_owner,,Dog,Neutered Male,2 months,Manchester Terrier/Jack Russell Terrier,Brown/White
1564,A712209,,2015-09-23 18:40:00,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Brown
1565,A691600,Gabi,2015-03-15 15:32:00,Adoption,,Dog,Spayed Female,2 years,Greyhound Mix,Brown Brindle
1566,A690298,Ondeado,2014-10-23 17:35:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull/Boston Terrier,Black/White
1567,A705843,,2015-06-25 10:13:00,Euthanasia,Suffering,Dog,Intact Female,3 months,Whippet Mix,White/Tan
1568,A667318,,2013-11-25 12:27:00,Adoption,,Dog,Spayed Female,2 months,Border Collie/Labrador Retriever,Brown/White
1569,A658843,Rudy,2015-06-08 11:59:00,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/White
1570,A693123,Leila,2014-12-15 17:03:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Tricolor
1572,A693202,Trevor,2014-12-20 14:38:00,Adoption,,Dog,Neutered Male,1 year,Carolina Dog Mix,Brown Brindle/White
1574,A717711,,2015-12-19 15:58:00,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Fawn/White
1579,A720168,Rocky,2016-02-03 18:45:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
1580,A680658,Oreo,2014-06-09 17:58:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
1584,A687791,Millie,2014-09-17 15:45:00,Transfer,Partner,Dog,Intact Female,1 year,Dachshund,Brown Brindle/White
1588,A712850,Phillis,2015-10-04 17:13:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
1589,A681201,,2014-06-19 11:45:00,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog/Labrador Retriever,Black/White
1590,A701666,Zeppelin,2015-05-19 16:34:00,Transfer,Partner,Dog,Intact Male,4 years,Greyhound,Black/White
1592,A652259,Beemo,2014-01-18 11:58:00,Transfer,Partner,Dog,Neutered Male,1 year,Siberian Husky,Cream/White
1593,A686008,Filbert,2014-08-19 17:47:00,Adoption,,Dog,Neutered Male,1 year,Boykin Span Mix,Liver/White
1594,A693663,,2014-12-16 12:01:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Brown
1599,A716317,Neba,2015-12-15 18:04:00,Return_to_owner,,Dog,Spayed Female,7 years,Bernese Mountain Dog Mix,Tricolor
1602,A693532,,2014-12-12 19:04:00,Adoption,,Dog,Spayed Female,1 month,German Shepherd Mix,Black/Brown
1603,A697168,,2015-02-28 14:56:00,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White
1604,A676892,Charlie,2014-04-26 14:15:00,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever/Australian Cattle Dog,Black
1605,A681269,Arthur,2014-06-18 12:32:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Shepherd Mix,Brown Brindle
1607,A669474,Taz,2013-12-22 13:03:00,Return_to_owner,,Dog,Neutered Male,5 years,Pembroke Welsh Corgi Mix,Yellow/White
1608,A705479,Kona,2015-06-21 18:20:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/White
1611,A676686,Rado,2014-12-07 17:53:00,Adoption,,Dog,Neutered Male,2 years,Great Dane/Pit Bull,Blue
1612,A701651,Paul,2015-05-06 17:00:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Boxer,Brown
1613,A695787,Chico,2015-01-23 14:36:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
1614,A713149,Mirinda,2015-10-12 19:25:00,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White
1615,A703316,Shadow,2015-05-26 16:56:00,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable
1616,A698676,,2015-03-24 14:30:00,Transfer,Partner,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Tan/Silver
1617,A702952,,2015-05-25 14:29:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
1618,A668526,Hansel,2014-02-01 14:56:00,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Cream
1619,A668509,Tomatillo,2014-02-13 17:30:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Miniature Pinscher,Blue/White
1621,A683192,Blondie,2014-07-18 14:27:00,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,White
1622,A702316,Riley,2015-05-14 18:48:00,Adoption,,Dog,Neutered Male,6 years,Papillon/Chihuahua Shorthair,Tan/White
1629,A716811,Pachonsito,2015-11-27 18:46:00,Return_to_owner,,Dog,Neutered Male,3 years,Shih Tzu Mix,Brown
1632,A692963,,2014-11-29 14:55:00,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,White/Tan
1636,A700447,Bentley,2015-04-18 18:25:00,Transfer,Partner,Dog,Neutered Male,2 years,Dachshund Longhair/Chihuahua Shorthair,Blue/Tan
1637,A696127,Charlie,2015-02-07 14:36:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Tan
1638,A702466,Direwolf,2015-05-31 16:01:00,Adoption,,Dog,Neutered Male,3 months,German Shepherd/Labrador Retriever,White
1642,A669132,Oso,2013-12-15 15:22:00,Return_to_owner,,Dog,Intact Male,9 months,Rottweiler Mix,Black/Tan
1645,A685070,,2014-08-06 14:44:00,Transfer,Partner,Dog,Spayed Female,12 years,German Shepherd Mix,Black/Brown
1648,A680041,,2014-06-02 12:29:00,Euthanasia,Suffering,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/White
1649,A694711,Theodore,2015-01-08 17:34:00,Adoption,,Dog,Neutered Male,8 months,Bernese Mountain Dog,Black/Brown
1650,A692336,Elvira,2015-07-30 13:51:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
1653,A688973,Captain,2014-10-05 17:52:00,Adoption,,Dog,Neutered Male,1 year,Chesa Bay Retr Mix,Brown
1654,A690456,Bonnie,2014-10-24 15:26:00,Euthanasia,Aggressive,Dog,Intact Female,4 years,Chow Chow Mix,Red/White
1655,A689862,Little Foot,2014-10-18 17:25:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Tan
1657,A427866,Gus,2014-05-15 12:03:00,Euthanasia,Suffering,Dog,Neutered Male,8 years,German Shepherd Mix,Black/Tan
1659,A679739,Sassafrass,2014-06-01 14:16:00,Adoption,,Dog,Spayed Female,10 months,Boxer/Pit Bull,Brown Brindle/White
1661,A714491,Chula,2015-10-24 12:50:00,Return_to_owner,,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
1662,A673258,Ares,2014-02-25 18:43:00,Adoption,,Dog,Spayed Female,4 months,Pit Bull Mix,Tan/White
1663,A675901,Bucky,2014-04-11 12:50:00,Transfer,Partner,Dog,Neutered Male,3 years,Dachshund Wirehair Mix,Brown
1664,A698858,Zoe,2015-07-24 09:40:00,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Labrador Retriever/Pit Bull,White/Tan
1665,A689185,Nala,2014-10-22 17:22:00,Adoption,Foster,Dog,Spayed Female,1 month,Golden Retriever Mix,Brown
1667,A710275,Sawyer,2015-08-24 19:27:00,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Miniature Poodle,Brown
1668,A708214,Zoey,2015-07-28 13:10:00,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier/Boston Terrier,White/Black Brindle
1669,A691326,Spot,2014-11-21 13:17:00,Transfer,Partner,Dog,Neutered Male,3 months,Australian Cattle Dog Mix,Tricolor
1671,A667415,Phoebe,2013-11-19 14:28:00,Return_to_owner,,Dog,Spayed Female,5 years,Maltese/Miniature Poodle,White
1672,A661418,Delilah,2014-02-22 17:19:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
1673,A696296,Chadwick,2015-03-29 18:14:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Brown Brindle
1675,A694847,,2015-01-20 14:42:00,Transfer,Partner,Dog,Intact Female,2 weeks,Border Collie Mix,Black/White
1677,A709798,,2015-08-14 13:21:00,Transfer,Partner,Dog,Intact Male,1 month,Australian Kelpie Mix,Black
1678,A645676,Match,2015-09-10 14:44:00,Return_to_owner,,Dog,Neutered Male,3 years,Treeing Walker Coonhound Mix,Tricolor
1683,A680765,Dino,2014-06-07 16:51:00,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black
1684,A718329,Snuflupagus,2016-01-01 15:42:00,Transfer,Partner,Dog,Intact Male,1 year,Norfolk Terrier Mix,White/Black
1685,A696606,Finn,2015-08-13 16:38:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Tan
1687,A671338,Jude,2014-02-19 15:56:00,Transfer,Partner,Dog,Neutered Male,2 years,Pointer/Catahoula,White/Brown Brindle
1691,A694894,,2015-01-08 12:37:00,Return_to_owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown Brindle/White
1692,A711461,Autumn,2015-12-24 13:11:00,Adoption,,Dog,Spayed Female,7 years,Black Mouth Cur Mix,Fawn/White
1696,A673985,Bully,2015-04-12 18:00:00,Return_to_owner,,Dog,Neutered Male,6 years,Staffordshire Mix,Black/White
1698,A668947,,2013-12-12 18:14:00,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/White
1699,A711831,Hansel,2015-09-17 09:28:00,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Sable
1700,A669368,,2014-02-27 14:10:00,Adoption,Foster,Dog,Neutered Male,3 months,Border Collie Mix,Black/White
1701,A685597,,2014-08-13 17:34:00,Adoption,,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Tricolor
1702,A687175,Carla,2014-11-11 13:16:00,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever,Black/White
1703,A698538,Chico,2015-04-06 16:54:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull/Cardigan Welsh Corgi,Brown
1704,A678483,,2014-05-14 18:50:00,Transfer,Partner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
1706,A690130,Chuchi,2015-02-05 12:55:00,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Brown
1707,A708639,Cooper,2015-08-04 16:36:00,Return_to_owner,,Dog,Neutered Male,12 years,Miniature Schnauzer,Gray
1708,A681507,Grizzly,2014-10-31 17:20:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Longhair,Blue/White
1709,A667657,Rye,2013-12-01 13:10:00,Adoption,,Dog,Neutered Male,7 years,Mastiff Mix,Brown Brindle/White
1711,A675013,Sami,2014-03-27 11:57:00,Adoption,,Dog,Spayed Female,2 months,Newfoundland Mix,Black
1712,A711893,Frenchy,2015-09-17 13:57:00,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tan
1715,A684130,Nemesis,2014-07-26 13:23:00,Return_to_owner,,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,Black/White
1716,A666259,Bobo,2013-11-23 16:42:00,Adoption,,Dog,Spayed Female,11 years,Miniature Pinscher Mix,Black/Tan
1717,A719925,Teacup,2016-02-14 14:11:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
1718,A680770,,2014-06-07 17:16:00,Transfer,Partner,Dog,Unknown,2 days,Dachshund Mix,Tan
1719,A694963,Sheba,2015-01-29 15:03:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
1721,A690798,Spot,2014-10-26 12:51:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Pit Bull Mix,White/Blue
1727,A697028,Jackson,2015-06-04 18:07:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
1728,A688284,Wade,2014-09-20 12:25:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White
1729,A712994,Sweetie,2015-10-03 17:20:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Longhair,Red/White
1730,A691105,Dozer,2014-11-14 18:07:00,Transfer,Partner,Dog,Neutered Male,10 months,Boxer Mix,Brown Brindle/Black
1731,A713622,Kiki,2015-12-01 14:44:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull Mix,Red/White
1732,A614817,Noori,2014-08-05 11:06:00,Return_to_owner,,Dog,Spayed Female,9 years,German Shepherd/Border Collie,Red/Black
1733,A662918,Snoopy,2013-12-16 17:01:00,Adoption,,Dog,Neutered Male,7 months,Chihuahua Shorthair Mix,Tricolor
1735,A703288,Tyson,2015-06-03 17:58:00,Return_to_owner,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black
1736,A665566,,2013-10-24 15:40:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
1737,A649271,Bandito,2015-04-05 16:04:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Brown
1738,A682865,Marshall,2014-07-04 15:40:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Black/White
1739,A679489,Fideo,2014-05-26 18:44:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Chocolate/White
1741,A664559,Duke,2013-10-25 16:00:00,Adoption,,Dog,Intact Male,1 year,Australian Shepherd/Rhod Ridgeback,Black/Red
1744,A669930,Austin,2014-01-25 18:08:00,Adoption,Foster,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Brown/White
1745,A666166,Elroy,2013-11-22 18:28:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Boxer Mix,Brown
1750,A699549,,2015-03-29 14:59:00,Euthanasia,Suffering,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,White/Black
1751,A711400,Jasmine,2015-09-07 18:33:00,Return_to_owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Red/White
1752,A704681,Baxter,2015-06-15 18:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White
1753,A667558,Cindy,2013-11-23 11:06:00,Transfer,Partner,Dog,Spayed Female,7 years,Cardigan Welsh Corgi Mix,Blue Merle
1756,A681226,Chico,2014-12-21 13:32:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown/White
1758,A704178,Sophie,2015-06-10 18:13:00,Adoption,,Dog,Spayed Female,2 months,Chow Chow/Pit Bull,Tan/White
1760,A664078,Rocky,2013-10-04 17:22:00,Adoption,,Dog,Neutered Male,10 months,Pointer Mix,Black/White
1761,A679840,,2014-06-01 17:58:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White
1762,A526237,Hunny,2013-11-16 15:42:00,Return_to_owner,,Dog,Spayed Female,6 years,Australian Kelpie/Pit Bull,Brown/White
